customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,8.28,480,720,Chicken with Cherry Pan Sauce
2,9.52,720,1260,Chicken & Greek Salad Pita Pockets
3,6.53,480,720,Pub-Style Shepherd's Pie
4,3.73,480,720,Creamy Chicken Pot Pie
5,7.5,480,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,720,1260,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,480,720,Sweet Potato & Bacon Quesadillas
8,5.22,480,720,BBQ Flatbreads & Chicken Sausage
9,9.79,480,720,Lemon Herb Salmon & Couscous
10,9.69,720,1260,Firehouse Cheeseburgers
11,7.19,480,720,Figgy Balsamic Bavette Steak
12,5.72,480,720,Onion Crunch Organic Chicken
13,8.88,480,720,Shawarma Beef & Turmeric Rice Bowls
14,7.15,480,720,Pear & Walnut-Stuffed Chicken
15,5.29,720,1260,Cheesy Buffalo Chicken Flatbreads
16,5.3,480,720,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8.0,720,1260,Figgy Balsamic Chicken
18,5.53,720,1260,Sweet Potato & Bacon Quesadillas
19,7.63,720,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,480,720,Sheet Pan Crunchy Organic Chicken
21,7.3,720,1260,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,480,720,Spicy Peruvian Bavette Steak
23,6.43,720,1260,Sweet Potato & Pepper Quesadillas
24,6.46,720,1260,Seared Salmon & Tomato-Dill Relish
25,3.73,720,1260,Szechuan-Glazed Chicken & Jasmine Rice
26,2.32,720,1260,Salmon with Lemon-Dill Sauce
27,6.61,720,1260,Pub-Style Shepherd's Pie
28,8.21,720,1260,Steak with Mushroom Cream Sauce
29,4.21,720,1260,Sheet Pan Crunchy Organic Chicken
30,7.84,720,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
31,3.16,480,720,Argentinian Chicken
32,3.45,480,720,Firecracker Meatballs
33,8.64,720,1260,Curried Chicken & Roasted Sweet Potato Jumble
34,2.95,720,1260,Zucchini Pomodoro Fusilli Bake
35,6.55,720,1260,Dark Meat Chicken Quesadillas with Mango Salsa
36,5.88,480,720,Harvest Kale Salad with Shrimp
37,3.94,720,1260,Smashed Black Bean & Beef Tostadas
38,7.34,480,720,Sweet & Smoky Chicken
39,9.42,480,720,Organic Chicken Milanese & Pesto Penne
40,6.65,480,720,Mexican-Spiced Shrimp & Street Corn Rice Bowls
41,7.43,480,720,Shawarma Beef & Turmeric Rice Bowls
42,2.8,480,720,Prep & Bake Cheesy Tomato Ravioli
43,5.02,720,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
44,2.97,720,1260,Lemon Herb Chicken & Artichoke-Celery Salad
45,6.85,720,1260,Smoky Chipotle Beef Burrito Bowls
46,8.34,720,1260,Silky Sicilian Penne with Shrimp
47,4.23,720,1260,Silky Sicilian Penne with Shrimp
48,5.71,480,720,Cheesy Buffalo Chicken Flatbreads
49,6.3,720,1260,Sweet Thai Chili Barramundi
50,4.68,720,1260,Curried Chicken & Roasted Sweet Potato Jumble
