customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,2.12,960,1440,Chicken with Cherry Pan Sauce
2,4.08,0,480,Shawarma-Spiced Beef & Rice Bowls
3,4.74,960,1440,Crispy Parmesan Chicken & Bacon Linguine
4,3.45,960,1440,Cheesy Southwest Chicken & Kale Rice
5,9.2,0,480,Southwest Shrimp Tacos
6,7.44,0,480,Mexican-Spiced Salmon & Street Corn Rice Bowls
7,7.44,960,1440,Prep & Bake Dijon Pecan Organic Chicken
8,5.73,480,960,Coconut-Crusted Tilapia Sandwiches
9,9.31,960,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
10,2.96,960,1440,Crispy Parmesan Chicken & Bacon Linguine
11,5.6,960,1440,One-Pan Cantina Shrimp Fajitas
12,3.8,960,1440,BBQ Pineapple & Bacon Flatbreads
13,8.05,0,480,Hainanese-Style Roasted Chicken & Rice
14,8.03,960,1440,Firehouse Cheeseburgers
15,7.1,480,960,BBQ Pineapple & Chicken Flatbreads
16,5.59,0,480,Szechuan-Glazed Rib-Eye & Jasmine Rice
17,3.49,480,960,Butternut Agnolotti in Brown Butter & Parmesan
18,5.5,480,960,"Warm Lentil, Carrot & Feta Salad"
19,8.07,480,960,Shawarma Turkey & Turmeric Rice Bowls
20,8.18,480,960,Silky Sicilian Penne with Shrimp
21,9.13,0,480,Zucchini Pomodoro Fusilli Bake
22,3.5,0,480,Smashed Black Bean & Chicken Tostadas
23,9.78,480,960,Mexican-Spiced Steak & Street Corn Rice Bowls
24,5.59,480,960,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
25,2.68,0,480,Smoky Chipotle Beef Burrito Bowls
26,8.01,0,480,Cheesy Buffalo Chicken & Mashed Potato Bake
27,9.34,0,480,Spicy Peruvian Steak
28,5.54,960,1440,Silky Sicilian Penne & Sirloin Steak
29,5.06,960,1440,Air Fryer Cajun Organic Chicken Sandos
30,7.3,960,1440,Szechuan Pork Noodle Stir-Fry
31,6.76,480,960,Lemon Herb Organic Chicken & Couscous
32,6.03,960,1440,Zucchini & Beef Pomodoro Penne Bake
33,9.8,480,960,Crispy Tofu Sesame Lo Mein
34,3.38,480,960,Prep & Bake Cheesy Tomato Ravioli
35,3.33,960,1440,Figgy Balsamic Bavette Steak
36,3.54,480,960,Butternut Agnolotti in Brown Butter & Parmesan
37,9.99,960,1440,Silky Sicilian Gluten-Free Fresh Fusilli
38,9.17,960,1440,Butternut Agnolotti in Brown Butter & Parmesan
39,6.98,0,480,One-Pan French Onion & Trout Orzotto
40,2.58,960,1440,BBQ Pineapple & Chicken Flatbreads
41,3.4,0,480,Fig & Bacon Chicken Lettuce Wraps
42,7.05,960,1440,Paprika Chicken with Sweet Potato Jumble
43,5.99,960,1440,Prep & Bake Dijon Pecan Organic Chicken
44,2.23,0,480,Steak with Mushroom Cream Sauce
45,2.03,0,480,Cheesy Buffalo Chicken Flatbreads
46,5.83,960,1440,Super-Quick Chicken Spring Rolls & Mediterranean Salad
47,7.98,480,960,Coconut-Crusted Tilapia Sandwiches
48,5.51,0,480,Seared Salmon & Tomato-Dill Relish
49,3.21,480,960,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
50,9.87,480,960,Melty Double Red Pepper & Bacon Panini
51,4.37,480,960,Steak & Edamame Stir-Fry
52,6.16,0,480,Shawarma-Spiced Chicken & Rice Bowls
53,9.86,480,960,BBQ Pineapple & Bacon Flatbreads
54,3.02,0,480,Rainbow Trout Agnolotti
55,8.99,480,960,Shrimp & Greek Salad Pita Pockets
56,8.57,960,1440,"Turkey, Sweet Potato & Pepper Quesadillas"
57,9.19,960,1440,Rainbow Trout Agnolotti
58,4.2,0,480,Shawarma Beef & Turmeric Rice Bowls
59,8.86,960,1440,Super-Quick Chicken Spring Rolls & Mediterranean Salad
60,8.78,960,1440,Figgy Balsamic Pork
61,4.13,480,960,Cheesy Bacon Jam-Stuffed Chicken
62,2.03,0,480,Steak Salad & Tangy Red Pepper Vinaigrette
63,6.49,480,960,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
64,7.1,480,960,Creamy Chicken Pot Pie
65,2.15,480,960,Chicken & Edamame Stir-Fry
66,2.76,480,960,Organic Chicken & Spinach Caprese Salad
67,2.66,480,960,Pepita-Crusted Salmon
68,3.82,480,960,Low-Lift Romesco Chicken & Garlic Herb Orzo
69,8.18,480,960,Mushroom & Spinach Ramen with Turkey
70,2.4,0,480,Onion Crunch Organic Chicken
71,8.56,960,1440,Pan-Seared Sirloin Steak & Rosemary Potatoes
72,7.85,480,960,Cheesy Southwest Chicken & Kale Rice
73,6.19,480,960,Lemon Herb Organic Chicken & Couscous
74,9.38,480,960,Shawarma Beef & Turmeric Rice Bowls
75,9.43,480,960,Sweet & Smoky Pork Filet
76,5.2,480,960,Shawarma-Spiced Chicken & Farro Bowls
77,9.85,480,960,Silky Sicilian Gluten-Free Fresh Fusilli
78,4.82,960,1440,Mushroom & Spinach Ramen with Chicken
79,4.91,960,1440,Pepita-Crusted Salmon
80,5.49,480,960,Crispy Kickin' Cayenne Chicken Cutlets
81,4.88,960,1440,Firecracker Meatballs
82,2.9,0,480,Lemon Herb Chicken & Artichoke-Celery Salad
83,6.09,480,960,Smashed Black Bean Tostadas
84,7.9,0,480,Crispy Parmesan Chicken & Bacon Linguine
85,5.41,0,480,Organic Chicken & Creamy Lemon Zucchini Orzo
86,2.95,480,960,Sweet Thai Chili Barramundi
87,6.57,960,1440,Silky Sicilian Penne with Shrimp
88,7.67,0,480,Silky Sicilian Penne with Shrimp
89,6.21,480,960,BBQ Pineapple & Shrimp Flatbreads
90,5.45,0,480,Peachy Gochujang Pork Wraps
91,6.39,0,480,Ponzu-Glazed Trout & Broccoli Tempura
92,8.67,0,480,Peachy Gochujang Chicken Wraps
93,9.78,0,480,Figgy Balsamic Steak
94,4.5,960,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
95,4.9,0,480,Cheesy Southwest Chicken & Kale Rice
96,4.32,0,480,Za'atar Feta & Chicken Pita Pockets
97,8.85,0,480,Crispy Organic Chicken & Bacon Alfredo
98,2.93,960,1440,Fried Chicken BLT Sandwiches
99,3.39,0,480,Steak with Mushroom Cream Sauce
100,2.1,0,480,Shawarma-Spiced Chicken & Rice Bowls
