customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,2.46,480,720,BBQ Pineapple & Chicken Flatbreads
2,6.74,720,1260,Lemon Herb Organic Chicken & Couscous
3,8.36,480,720,Sweet & Smoky Ranch Steak
4,9.7,480,720,Za'atar Feta & Chicken Pita Pockets
5,4.22,480,720,Chicken Sausage Agnolotti in Brown Butter
6,6.96,720,1260,Sweet Potato & Pepper Quesadillas
7,9.17,480,720,Low-Lift Al Pastor Beef & Brown Rice Bowls
8,6.58,480,720,Air Fryer Cajun Chicken & Bacon Sandos
9,7.67,480,720,Mexican-Spiced Salmon & Street Corn Rice Bowls
10,9.97,720,1260,Mexican-Spiced Salmon & Street Corn Rice Bowls
