customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.76,720,840,Chicken Milanese & Creamy Pesto Fusilli
2,8.28,360,480,Organic Chicken & Creamy Lemon Zucchini Orzo
3,9.47,1200,1320,Fried Chicken BLT Sandwiches
4,4.08,840,960,Shawarma-Spiced Beef & Rice Bowls
5,4.74,480,600,Crispy Parmesan Chicken & Bacon Linguine
6,3.45,720,840,Cheesy Southwest Chicken & Kale Rice
7,9.2,1080,1200,Southwest Shrimp Tacos
8,7.44,240,360,Mexican-Spiced Salmon & Street Corn Rice Bowls
9,7.44,720,840,Prep & Bake Dijon Pecan Organic Chicken
10,5.73,1200,1320,Coconut-Crusted Tilapia Sandwiches
11,9.31,1200,1320,Mexican-Spiced Chicken & Street Corn Rice Bowls
12,2.96,840,960,Crispy Parmesan Chicken & Bacon Linguine
13,5.6,480,600,One-Pan Cantina Shrimp Fajitas
14,3.8,360,480,BBQ Pineapple & Bacon Flatbreads
15,8.05,840,960,Hainanese-Style Roasted Chicken & Rice
16,8.03,840,960,Firehouse Cheeseburgers
17,7.1,240,360,BBQ Pineapple & Chicken Flatbreads
18,5.59,600,720,Szechuan-Glazed Rib-Eye & Jasmine Rice
19,3.49,480,600,Butternut Agnolotti in Brown Butter & Parmesan
20,5.5,120,240,"Warm Lentil, Carrot & Feta Salad"
21,8.07,840,960,Shawarma Turkey & Turmeric Rice Bowls
22,8.18,1320,1440,Silky Sicilian Penne with Shrimp
23,9.13,600,720,Zucchini Pomodoro Fusilli Bake
24,3.5,120,240,Smashed Black Bean & Chicken Tostadas
25,9.78,1320,1440,Mexican-Spiced Steak & Street Corn Rice Bowls
26,5.59,480,600,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
27,2.68,0,120,Smoky Chipotle Beef Burrito Bowls
28,8.01,1320,1440,Cheesy Buffalo Chicken & Mashed Potato Bake
29,9.34,1080,1200,Spicy Peruvian Steak
30,5.54,600,720,Silky Sicilian Penne & Sirloin Steak
31,5.06,1320,1440,Air Fryer Cajun Organic Chicken Sandos
32,7.3,960,1080,Szechuan Pork Noodle Stir-Fry
33,6.76,0,120,Lemon Herb Organic Chicken & Couscous
34,6.03,1200,1320,Zucchini & Beef Pomodoro Penne Bake
35,9.8,1200,1320,Crispy Tofu Sesame Lo Mein
36,3.38,1080,1200,Prep & Bake Cheesy Tomato Ravioli
37,3.33,1320,1440,Figgy Balsamic Bavette Steak
38,3.54,1320,1440,Butternut Agnolotti in Brown Butter & Parmesan
39,9.99,240,360,Silky Sicilian Gluten-Free Fresh Fusilli
40,9.17,1320,1440,Butternut Agnolotti in Brown Butter & Parmesan
41,6.98,720,840,One-Pan French Onion & Trout Orzotto
42,2.58,360,480,BBQ Pineapple & Chicken Flatbreads
43,3.4,960,1080,Fig & Bacon Chicken Lettuce Wraps
44,7.05,240,360,Paprika Chicken with Sweet Potato Jumble
45,5.99,480,600,Prep & Bake Dijon Pecan Organic Chicken
46,2.23,240,360,Steak with Mushroom Cream Sauce
47,2.03,720,840,Cheesy Buffalo Chicken Flatbreads
48,5.83,480,600,Super-Quick Chicken Spring Rolls & Mediterranean Salad
49,7.98,960,1080,Coconut-Crusted Tilapia Sandwiches
50,5.51,720,840,Seared Salmon & Tomato-Dill Relish
51,3.21,120,240,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
52,9.87,360,480,Melty Double Red Pepper & Bacon Panini
53,4.37,960,1080,Steak & Edamame Stir-Fry
54,6.16,1320,1440,Shawarma-Spiced Chicken & Rice Bowls
55,9.86,120,240,BBQ Pineapple & Bacon Flatbreads
56,3.02,1080,1200,Rainbow Trout Agnolotti
57,8.99,960,1080,Shrimp & Greek Salad Pita Pockets
58,8.57,1080,1200,"Turkey, Sweet Potato & Pepper Quesadillas"
59,9.19,480,600,Rainbow Trout Agnolotti
60,4.2,120,240,Shawarma Beef & Turmeric Rice Bowls
61,8.86,360,480,Super-Quick Chicken Spring Rolls & Mediterranean Salad
62,8.78,1320,1440,Figgy Balsamic Pork
63,4.13,1320,1440,Cheesy Bacon Jam-Stuffed Chicken
64,2.03,720,840,Steak Salad & Tangy Red Pepper Vinaigrette
65,6.49,1320,1440,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
66,7.1,840,960,Creamy Chicken Pot Pie
67,2.15,240,360,Chicken & Edamame Stir-Fry
68,2.76,0,120,Organic Chicken & Spinach Caprese Salad
69,2.66,360,480,Pepita-Crusted Salmon
70,3.82,120,240,Low-Lift Romesco Chicken & Garlic Herb Orzo
71,8.18,840,960,Mushroom & Spinach Ramen with Turkey
72,2.4,360,480,Onion Crunch Organic Chicken
73,8.56,120,240,Pan-Seared Sirloin Steak & Rosemary Potatoes
74,7.85,600,720,Cheesy Southwest Chicken & Kale Rice
75,6.19,600,720,Lemon Herb Organic Chicken & Couscous
76,9.38,1080,1200,Shawarma Beef & Turmeric Rice Bowls
77,9.43,360,480,Sweet & Smoky Pork Filet
78,5.2,600,720,Shawarma-Spiced Chicken & Farro Bowls
79,9.85,120,240,Silky Sicilian Gluten-Free Fresh Fusilli
80,4.82,1080,1200,Mushroom & Spinach Ramen with Chicken
81,4.91,1320,1440,Pepita-Crusted Salmon
82,5.49,120,240,Crispy Kickin' Cayenne Chicken Cutlets
83,4.88,1080,1200,Firecracker Meatballs
84,2.9,360,480,Lemon Herb Chicken & Artichoke-Celery Salad
85,6.09,840,960,Smashed Black Bean Tostadas
86,7.9,720,840,Crispy Parmesan Chicken & Bacon Linguine
87,5.41,1320,1440,Organic Chicken & Creamy Lemon Zucchini Orzo
88,2.95,960,1080,Sweet Thai Chili Barramundi
89,6.57,840,960,Silky Sicilian Penne with Shrimp
90,7.67,480,600,Silky Sicilian Penne with Shrimp
91,6.21,120,240,BBQ Pineapple & Shrimp Flatbreads
92,5.45,480,600,Peachy Gochujang Pork Wraps
93,6.39,840,960,Ponzu-Glazed Trout & Broccoli Tempura
94,8.67,1080,1200,Peachy Gochujang Chicken Wraps
95,9.78,960,1080,Figgy Balsamic Steak
96,4.5,1320,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
97,4.9,1320,1440,Cheesy Southwest Chicken & Kale Rice
98,4.32,1320,1440,Za'atar Feta & Chicken Pita Pockets
99,8.85,960,1080,Crispy Organic Chicken & Bacon Alfredo
100,2.93,0,120,Fried Chicken BLT Sandwiches
