customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,8.28,360,420,Chicken with Cherry Pan Sauce
2,9.52,1140,1200,Chicken & Greek Salad Pita Pockets
3,6.53,840,900,Pub-Style Shepherd's Pie
4,3.73,600,660,Creamy Chicken Pot Pie
5,7.5,420,480,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,1200,1260,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,360,420,Sweet Potato & Bacon Quesadillas
8,5.22,1080,1140,BBQ Flatbreads & Chicken Sausage
9,9.79,1320,1380,Lemon Herb Salmon & Couscous
10,9.69,600,660,Firehouse Cheeseburgers
11,7.19,600,660,Figgy Balsamic Bavette Steak
12,5.72,1380,1440,Onion Crunch Organic Chicken
13,8.88,1200,1260,Shawarma Beef & Turmeric Rice Bowls
14,7.15,180,240,Pear & Walnut-Stuffed Chicken
15,5.29,420,480,Cheesy Buffalo Chicken Flatbreads
16,5.3,1380,1440,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8,120,180,Figgy Balsamic Chicken
18,5.53,1260,1320,Sweet Potato & Bacon Quesadillas
19,7.63,1200,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,60,120,Sheet Pan Crunchy Organic Chicken
21,7.3,1380,1440,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,660,720,Spicy Peruvian Bavette Steak
23,6.43,300,360,Sweet Potato & Pepper Quesadillas
24,6.46,60,120,Seared Salmon & Tomato-Dill Relish
25,3.73,1200,1260,Szechuan-Glazed Chicken & Jasmine Rice
26,2.32,0,60,Salmon with Lemon-Dill Sauce
27,6.61,660,720,Pub-Style Shepherd's Pie
28,8.21,1260,1320,Steak with Mushroom Cream Sauce
29,4.21,660,720,Sheet Pan Crunchy Organic Chicken
30,7.84,960,1020,Mexican-Spiced Steak & Street Corn Rice Bowls
31,3.16,540,600,Argentinian Chicken
32,3.45,900,960,Firecracker Meatballs
33,8.64,840,900,Curried Chicken & Roasted Sweet Potato Jumble
34,2.95,840,900,Zucchini Pomodoro Fusilli Bake
35,6.55,1080,1140,Dark Meat Chicken Quesadillas with Mango Salsa
36,5.88,660,720,Harvest Kale Salad with Shrimp
37,3.94,1320,1380,Smashed Black Bean & Beef Tostadas
38,7.34,1140,1200,Sweet & Smoky Chicken
39,9.42,120,180,Organic Chicken Milanese & Pesto Penne
40,6.65,240,300,Mexican-Spiced Shrimp & Street Corn Rice Bowls
41,7.43,1080,1140,Shawarma Beef & Turmeric Rice Bowls
42,2.8,360,420,Prep & Bake Cheesy Tomato Ravioli
43,5.02,1200,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
44,2.97,480,540,Lemon Herb Chicken & Artichoke-Celery Salad
45,6.85,360,420,Smoky Chipotle Beef Burrito Bowls
46,8.34,1020,1080,Silky Sicilian Penne with Shrimp
47,4.23,180,240,Silky Sicilian Penne with Shrimp
48,5.71,780,840,Cheesy Buffalo Chicken Flatbreads
49,6.3,1020,1080,Sweet Thai Chili Barramundi
50,4.68,480,540,Curried Chicken & Roasted Sweet Potato Jumble
