customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.76,960,1440,Chicken Milanese & Creamy Pesto Fusilli
2,8.28,0,480,Organic Chicken & Creamy Lemon Zucchini Orzo
3,9.47,960,1440,Fried Chicken BLT Sandwiches
4,4.08,960,1440,Shawarma-Spiced Beef & Rice Bowls
5,4.74,0,480,Crispy Parmesan Chicken & Bacon Linguine
6,3.45,0,480,Cheesy Southwest Chicken & Kale Rice
7,9.2,960,1440,Southwest Shrimp Tacos
8,7.44,480,960,Mexican-Spiced Salmon & Street Corn Rice Bowls
9,7.44,960,1440,Prep & Bake Dijon Pecan Organic Chicken
10,5.73,960,1440,Coconut-Crusted Tilapia Sandwiches
11,9.31,960,1440,Mexican-Spiced Chicken & Street Corn Rice Bowls
12,2.96,960,1440,Crispy Parmesan Chicken & Bacon Linguine
13,5.6,0,480,One-Pan Cantina Shrimp Fajitas
14,3.8,960,1440,BBQ Pineapple & Bacon Flatbreads
15,8.05,480,960,Hainanese-Style Roasted Chicken & Rice
16,8.03,0,480,Firehouse Cheeseburgers
17,7.1,480,960,BBQ Pineapple & Chicken Flatbreads
18,5.59,480,960,Szechuan-Glazed Rib-Eye & Jasmine Rice
19,3.49,480,960,Butternut Agnolotti in Brown Butter & Parmesan
20,5.5,480,960,"Warm Lentil, Carrot & Feta Salad"
21,8.07,0,480,Shawarma Turkey & Turmeric Rice Bowls
22,8.18,0,480,Silky Sicilian Penne with Shrimp
23,9.13,480,960,Zucchini Pomodoro Fusilli Bake
24,3.5,480,960,Smashed Black Bean & Chicken Tostadas
25,9.78,0,480,Mexican-Spiced Steak & Street Corn Rice Bowls
26,5.59,0,480,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
27,2.68,0,480,Smoky Chipotle Beef Burrito Bowls
28,8.01,960,1440,Cheesy Buffalo Chicken & Mashed Potato Bake
29,9.34,960,1440,Spicy Peruvian Steak
30,5.54,960,1440,Silky Sicilian Penne & Sirloin Steak
31,5.06,480,960,Air Fryer Cajun Organic Chicken Sandos
32,7.3,960,1440,Szechuan Pork Noodle Stir-Fry
33,6.76,480,960,Lemon Herb Organic Chicken & Couscous
34,6.03,480,960,Zucchini & Beef Pomodoro Penne Bake
35,9.8,960,1440,Crispy Tofu Sesame Lo Mein
36,3.38,480,960,Prep & Bake Cheesy Tomato Ravioli
37,3.33,960,1440,Figgy Balsamic Bavette Steak
38,3.54,960,1440,Butternut Agnolotti in Brown Butter & Parmesan
39,9.99,0,480,Silky Sicilian Gluten-Free Fresh Fusilli
40,9.17,960,1440,Butternut Agnolotti in Brown Butter & Parmesan
41,6.98,0,480,One-Pan French Onion & Trout Orzotto
42,2.58,960,1440,BBQ Pineapple & Chicken Flatbreads
43,3.4,960,1440,Fig & Bacon Chicken Lettuce Wraps
44,7.05,0,480,Paprika Chicken with Sweet Potato Jumble
45,5.99,0,480,Prep & Bake Dijon Pecan Organic Chicken
46,2.23,960,1440,Steak with Mushroom Cream Sauce
47,2.03,480,960,Cheesy Buffalo Chicken Flatbreads
48,5.83,0,480,Super-Quick Chicken Spring Rolls & Mediterranean Salad
49,7.98,480,960,Coconut-Crusted Tilapia Sandwiches
50,5.51,480,960,Seared Salmon & Tomato-Dill Relish
51,3.21,480,960,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
52,9.87,0,480,Melty Double Red Pepper & Bacon Panini
53,4.37,480,960,Steak & Edamame Stir-Fry
54,6.16,0,480,Shawarma-Spiced Chicken & Rice Bowls
55,9.86,480,960,BBQ Pineapple & Bacon Flatbreads
56,3.02,960,1440,Rainbow Trout Agnolotti
57,8.99,960,1440,Shrimp & Greek Salad Pita Pockets
58,8.57,0,480,"Turkey, Sweet Potato & Pepper Quesadillas"
59,9.19,960,1440,Rainbow Trout Agnolotti
60,4.2,960,1440,Shawarma Beef & Turmeric Rice Bowls
61,8.86,480,960,Super-Quick Chicken Spring Rolls & Mediterranean Salad
62,8.78,0,480,Figgy Balsamic Pork
63,4.13,480,960,Cheesy Bacon Jam-Stuffed Chicken
64,2.03,480,960,Steak Salad & Tangy Red Pepper Vinaigrette
65,6.49,480,960,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
66,7.1,480,960,Creamy Chicken Pot Pie
67,2.15,480,960,Chicken & Edamame Stir-Fry
68,2.76,480,960,Organic Chicken & Spinach Caprese Salad
69,2.66,480,960,Pepita-Crusted Salmon
70,3.82,0,480,Low-Lift Romesco Chicken & Garlic Herb Orzo
71,8.18,960,1440,Mushroom & Spinach Ramen with Turkey
72,2.4,480,960,Onion Crunch Organic Chicken
73,8.56,480,960,Pan-Seared Sirloin Steak & Rosemary Potatoes
74,7.85,480,960,Cheesy Southwest Chicken & Kale Rice
75,6.19,480,960,Lemon Herb Organic Chicken & Couscous
