customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.51,720,840,Korean BBQ Mushroom & Bacon Sandwiches
2,2.13,360,480,Mushroom & Spinach Ramen with Beef
3,7.26,1200,1320,Pesto Shrimp Salad Lettuce Wraps
4,3.73,840,960,Creamy Chicken Pot Pie
5,7.5,480,600,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,720,840,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,1080,1200,Sweet Potato & Bacon Quesadillas
8,5.22,240,360,BBQ Flatbreads & Chicken Sausage
9,9.79,720,840,Lemon Herb Salmon & Couscous
10,9.69,1200,1320,Firehouse Cheeseburgers
11,7.19,1200,1320,Figgy Balsamic Bavette Steak
12,5.72,840,960,Onion Crunch Organic Chicken
13,8.88,480,600,Shawarma Beef & Turmeric Rice Bowls
14,7.15,360,480,Pear & Walnut-Stuffed Chicken
15,5.29,840,960,Cheesy Buffalo Chicken Flatbreads
16,5.3,840,960,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8,240,360,Figgy Balsamic Chicken
18,5.53,600,720,Sweet Potato & Bacon Quesadillas
19,7.63,480,600,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,120,240,Sheet Pan Crunchy Organic Chicken
21,7.3,840,960,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,1320,1440,Spicy Peruvian Bavette Steak
23,6.43,600,720,Sweet Potato & Pepper Quesadillas
24,6.46,120,240,Seared Salmon & Tomato-Dill Relish
25,3.73,1320,1440,Szechuan-Glazed Chicken & Jasmine Rice
