customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,2.12,0,720,Chicken with Cherry Pan Sauce
2,4.08,720,1440,Shawarma-Spiced Beef & Rice Bowls
3,4.74,0,720,Crispy Parmesan Chicken & Bacon Linguine
4,3.45,0,720,Cheesy Southwest Chicken & Kale Rice
5,9.2,0,720,Southwest Shrimp Tacos
6,7.44,720,1440,Mexican-Spiced Salmon & Street Corn Rice Bowls
7,7.44,0,720,Prep & Bake Dijon Pecan Organic Chicken
8,5.73,0,720,Coconut-Crusted Tilapia Sandwiches
9,9.31,0,720,Mexican-Spiced Chicken & Street Corn Rice Bowls
10,2.96,720,1440,Crispy Parmesan Chicken & Bacon Linguine
11,5.6,0,720,One-Pan Cantina Shrimp Fajitas
12,3.8,0,720,BBQ Pineapple & Bacon Flatbreads
13,8.05,0,720,Hainanese-Style Roasted Chicken & Rice
14,8.03,0,720,Firehouse Cheeseburgers
15,7.1,720,1440,BBQ Pineapple & Chicken Flatbreads
16,5.59,0,720,Szechuan-Glazed Rib-Eye & Jasmine Rice
17,3.49,720,1440,Butternut Agnolotti in Brown Butter & Parmesan
18,5.5,720,1440,"Warm Lentil, Carrot & Feta Salad"
19,8.07,720,1440,Shawarma Turkey & Turmeric Rice Bowls
20,8.18,0,720,Silky Sicilian Penne with Shrimp
21,9.13,720,1440,Zucchini Pomodoro Fusilli Bake
22,3.5,0,720,Smashed Black Bean & Chicken Tostadas
23,9.78,720,1440,Mexican-Spiced Steak & Street Corn Rice Bowls
24,5.59,720,1440,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
25,2.68,720,1440,Smoky Chipotle Beef Burrito Bowls
26,8.01,720,1440,Cheesy Buffalo Chicken & Mashed Potato Bake
27,9.34,720,1440,Spicy Peruvian Steak
28,5.54,720,1440,Silky Sicilian Penne & Sirloin Steak
29,5.06,720,1440,Air Fryer Cajun Organic Chicken Sandos
30,7.3,720,1440,Szechuan Pork Noodle Stir-Fry
31,6.76,0,720,Lemon Herb Organic Chicken & Couscous
32,6.03,0,720,Zucchini & Beef Pomodoro Penne Bake
