customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,5.09,960,1260,Chicken & Greek Salad Pita Pockets
2,6.53,480,480,Pub-Style Shepherd's Pie
3,3.73,960,1260,Creamy Chicken Pot Pie
4,7.5,960,1260,Low-Lift Romesco Chicken & Garlic Herb Orzo
5,7.78,480,480,Organic Chicken & Creamy Lemon Zucchini Orzo
6,3.76,480,480,Sweet Potato & Bacon Quesadillas
7,5.22,960,1260,BBQ Flatbreads & Chicken Sausage
8,9.79,480,960,Lemon Herb Salmon & Couscous
9,9.69,960,1260,Firehouse Cheeseburgers
10,7.19,960,1260,Figgy Balsamic Bavette Steak
11,5.72,960,1260,Onion Crunch Organic Chicken
12,8.88,960,1260,Shawarma Beef & Turmeric Rice Bowls
13,7.15,480,480,Pear & Walnut-Stuffed Chicken
14,5.29,960,1260,Cheesy Buffalo Chicken Flatbreads
15,5.3,480,960,Crispy Korean-Style BBQ Mushroom Sandwiches
16,8.0,480,480,Figgy Balsamic Chicken
17,5.53,480,960,Sweet Potato & Bacon Quesadillas
18,7.63,480,960,Mexican-Spiced Chicken & Street Corn Rice Bowls
19,2.61,480,960,Sheet Pan Crunchy Organic Chicken
20,7.3,480,960,Smoky Mustard Chicken & Roasted Potatoes
21,6.83,480,480,Spicy Peruvian Bavette Steak
22,6.43,480,480,Sweet Potato & Pepper Quesadillas
23,6.46,480,960,Seared Salmon & Tomato-Dill Relish
24,3.73,480,960,Szechuan-Glazed Chicken & Jasmine Rice
25,2.32,480,480,Salmon with Lemon-Dill Sauce
26,6.61,480,480,Pub-Style Shepherd's Pie
27,8.21,480,480,Steak with Mushroom Cream Sauce
28,4.21,960,1260,Sheet Pan Crunchy Organic Chicken
29,7.84,960,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
30,3.16,960,1260,Argentinian Chicken
31,3.45,480,960,Firecracker Meatballs
32,8.64,960,1260,Curried Chicken & Roasted Sweet Potato Jumble
33,2.95,480,960,Zucchini Pomodoro Fusilli Bake
34,6.55,480,960,Dark Meat Chicken Quesadillas with Mango Salsa
35,5.88,960,1260,Harvest Kale Salad with Shrimp
36,3.94,480,960,Smashed Black Bean & Beef Tostadas
37,7.34,960,1260,Sweet & Smoky Chicken
