customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.76,720,960,Chicken Milanese & Creamy Pesto Fusilli
2,8.28,960,1200,Organic Chicken & Creamy Lemon Zucchini Orzo
3,9.47,480,720,Fried Chicken BLT Sandwiches
4,4.08,960,1200,Shawarma-Spiced Beef & Rice Bowls
5,4.74,960,1200,Crispy Parmesan Chicken & Bacon Linguine
6,3.45,240,480,Cheesy Southwest Chicken & Kale Rice
7,9.2,480,720,Southwest Shrimp Tacos
8,7.44,480,720,Mexican-Spiced Salmon & Street Corn Rice Bowls
9,7.44,480,720,Prep & Bake Dijon Pecan Organic Chicken
10,5.73,960,1200,Coconut-Crusted Tilapia Sandwiches
11,9.31,720,960,Mexican-Spiced Chicken & Street Corn Rice Bowls
12,2.96,480,720,Crispy Parmesan Chicken & Bacon Linguine
13,5.6,1200,1440,One-Pan Cantina Shrimp Fajitas
14,3.8,960,1200,BBQ Pineapple & Bacon Flatbreads
15,8.05,240,480,Hainanese-Style Roasted Chicken & Rice
16,8.03,720,960,Firehouse Cheeseburgers
17,7.1,1200,1440,BBQ Pineapple & Chicken Flatbreads
18,5.59,1200,1440,Szechuan-Glazed Rib-Eye & Jasmine Rice
19,3.49,240,480,Butternut Agnolotti in Brown Butter & Parmesan
20,5.5,720,960,"Warm Lentil, Carrot & Feta Salad"
21,8.07,960,1200,Shawarma Turkey & Turmeric Rice Bowls
22,8.18,0,240,Silky Sicilian Penne with Shrimp
23,9.13,720,960,Zucchini Pomodoro Fusilli Bake
24,3.5,240,480,Smashed Black Bean & Chicken Tostadas
25,9.78,1200,1440,Mexican-Spiced Steak & Street Corn Rice Bowls
26,5.59,960,1200,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
27,2.68,720,960,Smoky Chipotle Beef Burrito Bowls
28,8.01,0,240,Cheesy Buffalo Chicken & Mashed Potato Bake
29,9.34,0,240,Spicy Peruvian Steak
30,5.54,480,720,Silky Sicilian Penne & Sirloin Steak
31,5.06,480,720,Air Fryer Cajun Organic Chicken Sandos
32,7.3,240,480,Szechuan Pork Noodle Stir-Fry
33,6.76,720,960,Lemon Herb Organic Chicken & Couscous
34,6.03,720,960,Zucchini & Beef Pomodoro Penne Bake
35,9.8,1200,1440,Crispy Tofu Sesame Lo Mein
36,3.38,1200,1440,Prep & Bake Cheesy Tomato Ravioli
37,3.33,1200,1440,Figgy Balsamic Bavette Steak
38,3.54,480,720,Butternut Agnolotti in Brown Butter & Parmesan
39,9.99,720,960,Silky Sicilian Gluten-Free Fresh Fusilli
