customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,9.51,720,960,Korean BBQ Mushroom & Bacon Sandwiches
2,2.13,960,1200,Mushroom & Spinach Ramen with Beef
3,7.26,480,720,Pesto Shrimp Salad Lettuce Wraps
4,3.73,960,1200,Creamy Chicken Pot Pie
5,7.5,960,1200,Low-Lift Romesco Chicken & Garlic Herb Orzo
6,7.78,240,480,Organic Chicken & Creamy Lemon Zucchini Orzo
7,3.76,480,720,Sweet Potato & Bacon Quesadillas
8,5.22,480,720,BBQ Flatbreads & Chicken Sausage
9,9.79,480,720,Lemon Herb Salmon & Couscous
10,9.69,960,1200,Firehouse Cheeseburgers
11,7.19,720,960,Figgy Balsamic Bavette Steak
12,5.72,480,720,Onion Crunch Organic Chicken
13,8.88,1200,1260,Shawarma Beef & Turmeric Rice Bowls
14,7.15,960,1200,Pear & Walnut-Stuffed Chicken
15,5.29,240,480,Cheesy Buffalo Chicken Flatbreads
16,5.3,720,960,Crispy Korean-Style BBQ Mushroom Sandwiches
17,8.0,1200,1260,Figgy Balsamic Chicken
18,5.53,1200,1260,Sweet Potato & Bacon Quesadillas
19,7.63,240,480,Mexican-Spiced Chicken & Street Corn Rice Bowls
20,2.61,720,960,Sheet Pan Crunchy Organic Chicken
21,7.3,960,1200,Smoky Mustard Chicken & Roasted Potatoes
22,6.83,480,240,Spicy Peruvian Bavette Steak
23,6.43,720,960,Sweet Potato & Pepper Quesadillas
24,6.46,240,480,Seared Salmon & Tomato-Dill Relish
25,3.73,1200,1260,Szechuan-Glazed Chicken & Jasmine Rice
