customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,9.76,360,420,Chicken Milanese & Creamy Pesto Fusilli
2,8.28,1140,1200,Organic Chicken & Creamy Lemon Zucchini Orzo
3,9.47,840,900,Fried Chicken BLT Sandwiches
4,4.08,600,660,Shawarma-Spiced Beef & Rice Bowls
5,4.74,420,480,Crispy Parmesan Chicken & Bacon Linguine
6,3.45,1200,1260,Cheesy Southwest Chicken & Kale Rice
7,9.2,360,420,Southwest Shrimp Tacos
8,7.44,1080,1140,Mexican-Spiced Salmon & Street Corn Rice Bowls
9,7.44,1320,1380,Prep & Bake Dijon Pecan Organic Chicken
10,5.73,600,660,Coconut-Crusted Tilapia Sandwiches
11,9.31,600,660,Mexican-Spiced Chicken & Street Corn Rice Bowls
12,2.96,1380,1440,Crispy Parmesan Chicken & Bacon Linguine
13,5.6,1200,1260,One-Pan Cantina Shrimp Fajitas
14,3.8,180,240,BBQ Pineapple & Bacon Flatbreads
15,8.05,420,480,Hainanese-Style Roasted Chicken & Rice
16,8.03,1380,1440,Firehouse Cheeseburgers
17,7.1,120,180,BBQ Pineapple & Chicken Flatbreads
18,5.59,1260,1320,Szechuan-Glazed Rib-Eye & Jasmine Rice
19,3.49,1200,1260,Butternut Agnolotti in Brown Butter & Parmesan
20,5.5,60,120,"Warm Lentil, Carrot & Feta Salad"
21,8.07,1380,1440,Shawarma Turkey & Turmeric Rice Bowls
22,8.18,660,720,Silky Sicilian Penne with Shrimp
23,9.13,300,360,Zucchini Pomodoro Fusilli Bake
24,3.5,60,120,Smashed Black Bean & Chicken Tostadas
25,9.78,1200,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
26,5.59,0,60,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
27,2.68,660,720,Smoky Chipotle Beef Burrito Bowls
28,8.01,1260,1320,Cheesy Buffalo Chicken & Mashed Potato Bake
29,9.34,660,720,Spicy Peruvian Steak
30,5.54,960,1020,Silky Sicilian Penne & Sirloin Steak
31,5.06,540,600,Air Fryer Cajun Organic Chicken Sandos
32,7.3,900,960,Szechuan Pork Noodle Stir-Fry
33,6.76,840,900,Lemon Herb Organic Chicken & Couscous
34,6.03,840,900,Zucchini & Beef Pomodoro Penne Bake
35,9.8,1080,1140,Crispy Tofu Sesame Lo Mein
36,3.38,660,720,Prep & Bake Cheesy Tomato Ravioli
