customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,5.09,720,960,Chicken & Greek Salad Pita Pockets
2,6.53,960,1200,Pub-Style Shepherd's Pie
3,3.73,480,720,Creamy Chicken Pot Pie
4,7.5,960,1200,Low-Lift Romesco Chicken & Garlic Herb Orzo
5,7.78,960,1200,Organic Chicken & Creamy Lemon Zucchini Orzo
6,3.76,240,480,Sweet Potato & Bacon Quesadillas
7,5.22,480,720,BBQ Flatbreads & Chicken Sausage
8,9.79,480,720,Lemon Herb Salmon & Couscous
9,9.69,480,720,Firehouse Cheeseburgers
10,7.19,960,1200,Figgy Balsamic Bavette Steak
11,5.72,720,960,Onion Crunch Organic Chicken
12,8.88,480,720,Shawarma Beef & Turmeric Rice Bowls
13,7.15,1200,1260,Pear & Walnut-Stuffed Chicken
14,5.29,960,1200,Cheesy Buffalo Chicken Flatbreads
15,5.3,240,480,Crispy Korean-Style BBQ Mushroom Sandwiches
16,8.0,720,960,Figgy Balsamic Chicken
17,5.53,1200,1260,Sweet Potato & Bacon Quesadillas
18,7.63,1200,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls
19,2.61,240,480,Sheet Pan Crunchy Organic Chicken
20,7.3,720,960,Smoky Mustard Chicken & Roasted Potatoes
21,6.83,960,1200,Spicy Peruvian Bavette Steak
22,6.43,480,240,Sweet Potato & Pepper Quesadillas
23,6.46,720,960,Seared Salmon & Tomato-Dill Relish
24,3.73,240,480,Szechuan-Glazed Chicken & Jasmine Rice
25,2.32,1200,1260,Salmon with Lemon-Dill Sauce
26,6.61,960,1200,Pub-Style Shepherd's Pie
27,8.21,720,960,Steak with Mushroom Cream Sauce
28,4.21,480,240,Sheet Pan Crunchy Organic Chicken
29,7.84,480,240,Mexican-Spiced Steak & Street Corn Rice Bowls
30,3.16,480,720,Argentinian Chicken
31,3.45,480,720,Firecracker Meatballs
32,8.64,240,480,Curried Chicken & Roasted Sweet Potato Jumble
33,2.95,720,960,Zucchini Pomodoro Fusilli Bake
34,6.55,720,960,Dark Meat Chicken Quesadillas with Mango Salsa
35,5.88,1200,1260,Harvest Kale Salad with Shrimp
36,3.94,1200,1260,Smashed Black Bean & Beef Tostadas
37,7.34,1200,1260,Sweet & Smoky Chicken
38,9.42,480,720,Organic Chicken Milanese & Pesto Penne
39,6.65,720,960,Mexican-Spiced Shrimp & Street Corn Rice Bowls
40,7.43,720,960,Shawarma Beef & Turmeric Rice Bowls
41,2.8,480,240,Prep & Bake Cheesy Tomato Ravioli
42,5.02,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls
43,2.97,960,1200,Lemon Herb Chicken & Artichoke-Celery Salad
44,6.85,480,720,Smoky Chipotle Beef Burrito Bowls
45,8.34,960,1200,Silky Sicilian Penne with Shrimp
46,4.23,480,240,Silky Sicilian Penne with Shrimp
47,5.71,240,480,Cheesy Buffalo Chicken Flatbreads
48,6.3,720,960,Sweet Thai Chili Barramundi
49,4.68,480,240,Curried Chicken & Roasted Sweet Potato Jumble
50,9.16,720,960,Savory Paprika Tilapia with Rice & Beans
51,3.31,1200,1260,Tex-Mex Chicken & Queso Rice Bowls
52,8.27,240,480,Grass-Fed Rib-Eye Agnolotti
53,7.37,240,480,Greek Goddess Steak & Bulgur Bowls
54,3.98,480,240,Curried Chicken & Roasted Sweet Potato Jumble
55,7.35,240,480,Crispy Parmesan Chicken & Bacon Linguine
56,6.0,960,1200,Low-Lift Al Pastor Beef & Brown Rice Bowls
57,3.63,240,480,Coconut-Crusted Tilapia Sandwiches
58,2.52,720,960,Prep & Bake Dijon Pecan Organic Chicken
59,5.1,720,960,Savory Mushroom & Spinach Ramen
60,8.33,720,960,Harvest Kale Salad with Chicken
61,9.55,720,960,One-Pan French Onion & Steak Orzotto
62,7.19,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls
