customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,5.09,480,720,Chicken & Greek Salad Pita Pockets
2,6.53,720,1260,Pub-Style Shepherd's Pie
3,3.73,480,720,Creamy Chicken Pot Pie
4,7.5,480,720,Low-Lift Romesco Chicken & Garlic Herb Orzo
5,7.78,480,720,Organic Chicken & Creamy Lemon Zucchini Orzo
6,3.76,720,1260,Sweet Potato & Bacon Quesadillas
7,5.22,480,720,BBQ Flatbreads & Chicken Sausage
8,9.79,480,720,Lemon Herb Salmon & Couscous
9,9.69,480,720,Firehouse Cheeseburgers
10,7.19,720,1260,Figgy Balsamic Bavette Steak
11,5.72,480,720,Onion Crunch Organic Chicken
12,8.88,480,720,Shawarma Beef & Turmeric Rice Bowls
13,7.15,480,720,Pear & Walnut-Stuffed Chicken
14,5.29,480,720,Cheesy Buffalo Chicken Flatbreads
15,5.3,720,1260,Crispy Korean-Style BBQ Mushroom Sandwiches
16,8.0,480,720,Figgy Balsamic Chicken
17,5.53,720,1260,Sweet Potato & Bacon Quesadillas
18,7.63,720,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls
19,2.61,720,1260,Sheet Pan Crunchy Organic Chicken
20,7.3,480,720,Smoky Mustard Chicken & Roasted Potatoes
21,6.83,720,1260,Spicy Peruvian Bavette Steak
22,6.43,480,720,Sweet Potato & Pepper Quesadillas
23,6.46,720,1260,Seared Salmon & Tomato-Dill Relish
24,3.73,720,1260,Szechuan-Glazed Chicken & Jasmine Rice
25,2.32,720,1260,Salmon with Lemon-Dill Sauce
26,6.61,720,1260,Pub-Style Shepherd's Pie
27,8.21,720,1260,Steak with Mushroom Cream Sauce
28,4.21,720,1260,Sheet Pan Crunchy Organic Chicken
29,7.84,720,1260,Mexican-Spiced Steak & Street Corn Rice Bowls
30,3.16,720,1260,Argentinian Chicken
31,3.45,480,720,Firecracker Meatballs
32,8.64,480,720,Curried Chicken & Roasted Sweet Potato Jumble
33,2.95,720,1260,Zucchini Pomodoro Fusilli Bake
34,6.55,720,1260,Dark Meat Chicken Quesadillas with Mango Salsa
35,5.88,720,1260,Harvest Kale Salad with Shrimp
36,3.94,480,720,Smashed Black Bean & Beef Tostadas
37,7.34,720,1260,Sweet & Smoky Chicken
38,9.42,480,720,Organic Chicken Milanese & Pesto Penne
39,6.65,480,720,Mexican-Spiced Shrimp & Street Corn Rice Bowls
40,7.43,480,720,Shawarma Beef & Turmeric Rice Bowls
41,2.8,480,720,Prep & Bake Cheesy Tomato Ravioli
42,5.02,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls
43,2.97,720,1260,Lemon Herb Chicken & Artichoke-Celery Salad
44,6.85,720,1260,Smoky Chipotle Beef Burrito Bowls
45,8.34,720,1260,Silky Sicilian Penne with Shrimp
46,4.23,720,1260,Silky Sicilian Penne with Shrimp
47,5.71,720,1260,Cheesy Buffalo Chicken Flatbreads
48,6.3,480,720,Sweet Thai Chili Barramundi
