customer_id,service_time,window_start,window_end,recipes
0,0,0,1440,DEPOT
1,2.12,360,420,Chicken with Cherry Pan Sauce
2,4.08,1140,1200,Shawarma-Spiced Beef & Rice Bowls
3,4.74,840,900,Crispy Parmesan Chicken & Bacon Linguine
4,3.45,600,660,Cheesy Southwest Chicken & Kale Rice
5,9.2,420,480,Southwest Shrimp Tacos
6,7.44,1200,1260,Mexican-Spiced Salmon & Street Corn Rice Bowls
7,7.44,360,420,Prep & Bake Dijon Pecan Organic Chicken
8,5.73,1080,1140,Coconut-Crusted Tilapia Sandwiches
9,9.31,1320,1380,Mexican-Spiced Chicken & Street Corn Rice Bowls
10,2.96,600,660,Crispy Parmesan Chicken & Bacon Linguine
11,5.6,600,660,One-Pan Cantina Shrimp Fajitas
12,3.8,1380,1440,BBQ Pineapple & Bacon Flatbreads
13,8.05,1200,1260,Hainanese-Style Roasted Chicken & Rice
14,8.03,180,240,Firehouse Cheeseburgers
15,7.1,420,480,BBQ Pineapple & Chicken Flatbreads
16,5.59,1380,1440,Szechuan-Glazed Rib-Eye & Jasmine Rice
17,3.49,120,180,Butternut Agnolotti in Brown Butter & Parmesan
18,5.5,1260,1320,"Warm Lentil, Carrot & Feta Salad"
19,8.07,1200,1260,Shawarma Turkey & Turmeric Rice Bowls
20,8.18,60,120,Silky Sicilian Penne with Shrimp
21,9.13,1380,1440,Zucchini Pomodoro Fusilli Bake
22,3.5,660,720,Smashed Black Bean & Chicken Tostadas
23,9.78,300,360,Mexican-Spiced Steak & Street Corn Rice Bowls
24,5.59,60,120,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
25,2.68,1200,1260,Smoky Chipotle Beef Burrito Bowls
26,8.01,0,60,Cheesy Buffalo Chicken & Mashed Potato Bake
27,9.34,660,720,Spicy Peruvian Steak
28,5.54,1260,1320,Silky Sicilian Penne & Sirloin Steak
29,5.06,660,720,Air Fryer Cajun Organic Chicken Sandos
30,7.3,960,1020,Szechuan Pork Noodle Stir-Fry
31,6.76,540,600,Lemon Herb Organic Chicken & Couscous
32,6.03,900,960,Zucchini & Beef Pomodoro Penne Bake
33,9.8,840,900,Crispy Tofu Sesame Lo Mein
34,3.38,840,900,Prep & Bake Cheesy Tomato Ravioli
35,3.33,1080,1140,Figgy Balsamic Bavette Steak
36,3.54,660,720,Butternut Agnolotti in Brown Butter & Parmesan
37,9.99,1320,1380,Silky Sicilian Gluten-Free Fresh Fusilli
38,9.17,1140,1200,Butternut Agnolotti in Brown Butter & Parmesan
39,6.98,120,180,One-Pan French Onion & Trout Orzotto
40,2.58,240,300,BBQ Pineapple & Chicken Flatbreads
41,3.4,1080,1140,Fig & Bacon Chicken Lettuce Wraps
42,7.05,360,420,Paprika Chicken with Sweet Potato Jumble
43,5.99,1200,1260,Prep & Bake Dijon Pecan Organic Chicken
44,2.23,480,540,Steak with Mushroom Cream Sauce
45,2.03,360,420,Cheesy Buffalo Chicken Flatbreads
46,5.83,1020,1080,Super-Quick Chicken Spring Rolls & Mediterranean Salad
47,7.98,180,240,Coconut-Crusted Tilapia Sandwiches
48,5.51,780,840,Seared Salmon & Tomato-Dill Relish
49,3.21,1020,1080,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
50,9.87,480,540,Melty Double Red Pepper & Bacon Panini
51,4.37,1200,1260,Steak & Edamame Stir-Fry
52,6.16,60,120,Shawarma-Spiced Chicken & Rice Bowls
53,9.86,1140,1200,BBQ Pineapple & Bacon Flatbreads
54,3.02,840,900,Rainbow Trout Agnolotti
55,8.99,360,420,Shrimp & Greek Salad Pita Pockets
56,8.57,660,720,"Turkey, Sweet Potato & Pepper Quesadillas"
57,9.19,420,480,Rainbow Trout Agnolotti
58,4.2,840,900,Shawarma Beef & Turmeric Rice Bowls
59,8.86,120,180,Super-Quick Chicken Spring Rolls & Mediterranean Salad
60,8.78,780,840,Figgy Balsamic Pork
61,4.13,960,1020,Cheesy Bacon Jam-Stuffed Chicken
62,2.03,180,240,Steak Salad & Tangy Red Pepper Vinaigrette
63,6.49,1020,1080,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
64,7.1,420,480,Creamy Chicken Pot Pie
65,2.15,180,240,Chicken & Edamame Stir-Fry
66,2.76,60,120,Organic Chicken & Spinach Caprese Salad
67,2.66,300,360,Pepita-Crusted Salmon
68,3.82,1260,1320,Low-Lift Romesco Chicken & Garlic Herb Orzo
69,8.18,540,600,Mushroom & Spinach Ramen with Turkey
