customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,6.49,960,1200,Shawarma-Spiced Chicken & Farro Bowls
2,4.24,720,960,Zesty Lemon-Parsley Trout|Low-Lift Romesco Chicken & Garlic Herb Orzo|Savory Paprika Tilapia with Rice & Beans
3,6.55,480,720,Argentinian Bavette Steak|Organic Chicken Milanese & Pesto Penne
4,5.02,0,1440,Lemon Herb Chicken & Artichoke-Celery Salad
5,6.57,480,720,Gouda-Stuffed Pork Meatloaves
6,4.68,720,960,Air Fryer Swicy Cajun Chicken Sandwiches
7,3.47,0,1440,Shawarma-Spiced Chicken & Rice Bowls
8,6.12,480,720,Crispy Korean-Style BBQ Mushroom Sandwiches
9,3.48,960,1200,Lemon Herb Salmon & Couscous
10,5.63,0,1440,Mushroom & Spinach Ramen with Chicken
11,4.49,480,720,Szechuan-Glazed Rib-Eye & Jasmine Rice
12,8.81,480,720,Creamy Chicken Pot Pie
13,6.12,480,720,Steak Agnolotti in Brown Butter Sauce
14,9.6,480,720,Soy-Ginger Beef Meatball Rice Bowls
15,3.47,720,960,Greek Goddess Steak & Bulgur Bowls|Rainbow Trout Agnolotti
16,7.12,480,720,Figgy Balsamic Bavette Steak
17,2.81,720,960,One-Pot Loaded Three-Bean Chicken Chili
18,5.19,0,1440,One-Pan Cheesy Beef Tortilla Melts
19,7.33,960,1200,Smashed Black Bean & Chicken Tostadas
20,5.85,960,1200,Argentinian Chicken
21,8.26,960,1200,Creamy Dill Sirloin Steak|Crispy Organic Chicken & Bacon Alfredo|Shawarma Turkey & Turmeric Rice Bowls
22,8.55,480,720,Fried Chicken BLT Sandwiches|Silky Sicilian Penne with Bacon|Paprika Chicken with Sweet Potato Jumble
23,8.18,0,1440,Creamy Chicken Pot Pie
24,6.61,0,1440,Shrimp & Greek Salad Pita Pockets|Low-Lift Romesco Chicken & Garlic Herb Orzo
25,6.51,0,1440,Cheesy Prosciutto Organic Chicken Rollatini
26,8.78,480,720,Smoky Chipotle Beef Burrito Bowls
27,9.52,480,720,Shrimp Spaghetti with a Kick
28,4.7,0,1440,Seared Salmon & Kale Salad with Mango
29,5.22,720,960,Sweet & Spicy Beef Fried Rice
30,4.97,960,1200,Super-Quick Chicken Spring Rolls & Mediterranean Salad|Crispy Parmesan Chicken & Bacon Linguine
31,5.36,960,1200,Dijon Dill Chicken
32,4.51,960,1200,One-Pan French Onion & Trout Orzotto
33,3.88,480,720,Seared Salmon & Kale Salad with Mango|Harvest Kale & Roasted Brussels Salad
34,5.3,0,1440,Argentinian Bavette Steak
35,8.34,720,960,Crispy Kickin' Cayenne Chicken Cutlets
36,8.78,720,960,Chicken & Greek Salad Pita Pockets
37,5.9,0,1440,One-Pan Cantina Shrimp Fajitas
38,8.97,960,1200,Smoky Chipotle Beef Burrito Bowls|BBQ Flatbreads & Chicken Sausage
39,7.34,0,1440,Gouda-Stuffed Pork Meatloaves
40,8.25,720,960,One-Pan Cantina Shrimp Fajitas
41,7.75,0,1440,Shrimp Spaghetti with a Kick
42,5.61,960,1200,Smoky Chipotle Beef Burrito Bowls
43,7.14,480,720,Cheesy Buffalo Chicken & Mashed Potato Bake
44,9.2,0,1440,Air Fryer Cajun Chicken & Bacon Sandos
45,5.93,720,960,Soy-Ginger Beef Meatball Rice Bowls
46,4.77,720,960,Seared Salmon & Kale Salad with Mango
47,3.28,960,1200,One-Pan French Onion & Steak Orzotto
48,8.68,480,720,One-Pot Loaded Three-Bean Chicken Chili
49,5.63,480,720,"Turkey, Sweet Potato & Pepper Quesadillas|Seared Salmon & Lemon-Dijon Sauce"
50,3.82,960,1200,Steak Salad & Tangy Red Pepper Vinaigrette
51,3.86,720,960,Silky Sicilian Penne with Chicken Sausage
52,8.95,0,1440,Organic Chicken Chimichurri Grain Bowls|Pear & Walnut-Stuffed Chicken
