customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,6.79,960,1200,"Turkey, Sweet Potato & Pepper Quesadillas"
2,6.42,960,1200,Southwest Bavette Steak Fajita Tacos|Red Curry Lo Mein Stir-Fry & Candied Peanuts|Creamy Chicken Pot Pie|Crispy Organic Chicken & Bacon Alfredo
3,4.84,720,960,Grass-Fed Rib-Eye Agnolotti|Ponzu-Glazed Trout & Broccoli Tempura|Creamy Dill Sirloin Steak
4,5.84,480,1260,Lemon Herb Chicken & Artichoke-Celery Salad|Organic Chicken Chimichurri Grain Bowls
5,6.05,480,720,Fried Chicken BLT Sandwiches
6,7.9,480,1260,Seared Salmon & Lemon-Dijon Sauce
7,2.25,960,1200,Dijon Dill Chicken|Seared Salmon & Tomato-Dill Relish
8,4.25,960,1200,Southwest Steak Fajita Tacos
9,2.82,480,720,Shawarma Turkey & Turmeric Rice Bowls|Peachy Gochujang Pork Wraps
10,2.41,960,1200,Creamy Dill Sirloin Steak
11,6.89,960,1200,Gouda-Stuffed Pork Meatloaves
12,6.05,720,960,Figgy Balsamic Pork
13,2.1,480,1260,Smashed Black Bean & Chicken Tostadas
14,8.12,720,960,Shawarma Chicken & Turmeric Rice Bowls|One-Pan Cheesy Beef Tortilla Melts
15,6.48,480,1260,Silky Sicilian Gluten-Free Fresh Fusilli|Sweet Thai Chili Barramundi|Pan-Seared Sirloin Steak & Rosemary Potatoes
16,9.26,720,960,Turkey Lomo Saltado
17,9.96,480,1260,Silky Sicilian Penne with Chicken Sausage
18,4.34,480,1260,Walnut Pesto Scallops & Purple Sweet Potato Puree|Southwest Steak Fajita Tacos
19,4.78,480,720,Pesto Chicken Salad Lettuce Wraps
20,4.26,720,960,Shrimp Spaghetti with a Kick
21,2.55,480,720,Sweet Potato & Bacon Quesadillas|Figgy Balsamic Pork|Prep & Bake Cheesy Tomato Ravioli|Steak Agnolotti in Brown Butter Sauce
22,5.27,480,720,Sweet Potato & Bacon Quesadillas|Szechuan Pork Noodle Stir-Fry|Red Curry Lo Mein Stir-Fry & Candied Peanuts
23,2.83,960,1200,Crispy Tofu Sesame Lo Mein
24,9.59,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls|Chicken Chimichurri Grain Bowls
25,2.7,480,720,BBQ Cheddar Turkeyburgers & Chipotle Mayo
26,7.27,480,720,One-Pan Cheesy Beef Tortilla Melts
27,9.51,960,1200,Prep & Bake Cheesy Tomato Ravioli
28,9.12,720,960,Ponzu-Glazed Trout & Broccoli Tempura
29,6.19,960,1200,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
30,6.44,480,720,Sweet Thai Chili Salmon|Argentinian Bavette Steak
31,6.51,720,960,Mushroom & Spinach Ramen with Beef
32,3.95,480,1260,Crispy Organic Chicken & Bacon Alfredo
33,4.7,480,720,"Italian Chicken, Bacon & Pepper Sandos|Curried Chicken & Roasted Sweet Potato Jumble"
34,7.9,480,1260,Gouda-Stuffed Pork Meatloaves
35,8.85,720,960,Cheesy Bacon Jam-Stuffed Chicken
36,2.38,480,1260,Organic Chicken & Spinach Caprese Salad
37,5.25,960,1200,Mexican-Spiced Salmon & Street Corn Rice Bowls
38,3.07,960,1200,"Beef, Sweet Potato & Pepper Quesadillas|Paprika Chicken with Sweet Potato Jumble"
39,7.01,480,1260,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage
40,7.43,960,1200,Shawarma Beef & Turmeric Rice Bowls
41,2.8,720,960,Prep & Bake Cheesy Tomato Ravioli
42,5.02,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls|Onion Crunch Organic Chicken
43,2.97,480,720,Lemon Herb Chicken & Artichoke-Celery Salad
44,6.85,720,960,Smoky Chipotle Beef Burrito Bowls
45,8.34,480,720,Silky Sicilian Penne with Shrimp
46,4.23,480,720,Silky Sicilian Penne with Shrimp
47,5.71,480,1260,Cheesy Buffalo Chicken Flatbreads|Chicken Sausage Pomodoro Penne Bake
48,6.3,480,720,Sweet Thai Chili Barramundi
49,4.68,960,1200,Curried Chicken & Roasted Sweet Potato Jumble|Palermo Prosciutto & Chicken Fusilli
50,9.16,960,1200,Savory Paprika Tilapia with Rice & Beans
51,3.31,720,960,Tex-Mex Chicken & Queso Rice Bowls|Steak with Mushroom Cream Sauce|Zucchini & Chicken Pomodoro Penne Bake
52,8.27,480,1260,Grass-Fed Rib-Eye Agnolotti|Barramundi with Lemon-Dill Sauce
53,7.37,720,960,Greek Goddess Steak & Bulgur Bowls|BBQ Pineapple & Shrimp Flatbreads|Cheesy Prosciutto Organic Chicken Rollatini
54,3.98,480,1260,Curried Chicken & Roasted Sweet Potato Jumble
55,7.35,720,960,Crispy Parmesan Chicken & Bacon Linguine|Peachy Gochujang Pork Wraps
56,6.0,960,1200,Low-Lift Al Pastor Beef & Brown Rice Bowls
57,3.63,960,1200,Coconut-Crusted Tilapia Sandwiches
58,2.52,960,1200,Prep & Bake Dijon Pecan Organic Chicken|Sweet & Tangy Tempura Chicken Sandos
59,5.1,720,960,Savory Mushroom & Spinach Ramen|Chicken Milanese & Creamy Pesto Fusilli
60,8.33,480,1260,Harvest Kale Salad with Chicken|Organic Chicken Chimichurri Grain Bowls|Pesto Chicken Salad Lettuce Wraps|Grass-Fed Rib-Eye Agnolotti
61,9.55,480,1260,One-Pan French Onion & Steak Orzotto|Seared Salmon & Kale Salad with Mango
62,7.19,480,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls|Spicy Peruvian Bavette Steak|Sweet Soy Salmon & Chili Roasted Green Bean Bowls|Creamy Lobster Pot Pie
63,6.81,480,1260,Crispy Organic Chicken & Bacon Alfredo
64,4.32,480,720,Figgy Balsamic Chicken|Za'atar Feta & Chicken Pita Pockets|Super-Quick Chicken Spring Rolls & Mediterranean Salad
65,8.03,720,960,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
66,9.05,480,720,Mushroom & Spinach Ramen with Turkey
67,5.51,480,720,Smashed Black Bean & Beef Tostadas
68,7.84,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls
69,5.51,480,720,Zucchini Pomodoro Fusilli Bake
70,2.08,480,1260,Chicken with Cherry Pan Sauce
71,5.61,720,960,Creamy Chicken Pot Pie
72,7.16,480,720,Smoky Mustard Chicken & Roasted Potatoes|Steak Agnolotti in Brown Butter Sauce
73,7.2,960,1200,Pan-Seared Chicken & Rosemary Potatoes|Air Fryer Swicy Cajun Chicken Sandwiches
74,3.8,720,960,Cheesy Southwest Chicken & Kale Rice
75,6.05,480,1260,"Southwest Shrimp Tacos|Chicken & Greek Salad Pita Pockets|Italian Chicken, Bacon & Pepper Sandos"
76,4.4,480,720,Air Fryer Cajun Organic Chicken Sandos|Mushroom & Spinach Ramen with Turkey
77,9.11,480,1260,Shawarma-Spiced Beef & Rice Bowls
78,3.97,720,960,BBQ Pineapple & Shrimp Flatbreads
79,6.05,720,960,Cheesy Prosciutto Organic Chicken Rollatini
80,7.7,480,720,Jalapeño Popper Grilled Cheese with Bacon Jam|Za'atar Feta & Chicken Pita Pockets
81,9.88,960,1200,Chicken & Edamame Stir-Fry
82,2.96,480,1260,Barramundi with Lemon-Dill Sauce
83,2.64,720,960,Pear & Walnut-Stuffed Chicken|Low-Lift Al Pastor Beef & Brown Rice Bowls
84,3.4,960,1200,Sirloin Steak Salad & Red Pepper Dressing|Zucchini & Turkey Pomodoro Penne Bake
85,4.34,960,1200,Dark Meat Chicken Quesadillas with Mango Salsa
86,2.5,720,960,Zucchini Pomodoro Penne Bake
87,8.05,480,1260,One-Pan French Onion & Steak Orzotto|Seared Salmon & Lemon-Dijon Sauce
88,4.62,480,1260,Grass-Fed Rib-Eye Agnolotti|Cheesy Buffalo Chicken Flatbreads|Beef Flautas Supreme
89,6.99,480,1260,Shawarma Beef & Turmeric Rice Bowls|Savory Mushroom & Spinach Ramen|One-Pan French Onion Orzotto
90,8.49,480,720,Cheesy Bacon Jam-Stuffed Chicken|Grass-Fed Rib-Eye Agnolotti
91,8.07,480,720,Argentinian Bavette Steak|Southwest Shrimp Tacos
92,7.07,960,1200,Silky Sicilian Penne with Shrimp|BBQ Cheddar Turkeyburgers & Chipotle Mayo
93,8.65,960,1200,Figgy Balsamic Chicken|Sweet Potato & Bacon Quesadillas
94,8.57,480,720,Sweet & Spicy Beef Fried Rice
95,2.65,480,720,Baked Old Bay Scallop & Shrimp Gratins
96,4.02,480,1260,Chicken & Greek Salad Pita Pockets
97,3.27,480,720,Herbed Chicken & Creamy Lemon Zucchini Orzo
98,8.02,720,960,Pub-Style Shepherd's Pie
99,8.28,720,960,Shawarma Dark Meat Chicken & Turmeric Rice Bowls
100,9.89,960,1200,Sweet Thai Chili Barramundi|Mushroom & Spinach Ramen with Beef
