customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,2.89,720,960,Sheet Pan Crunchy Organic Chicken
2,5.16,480,1260,Steak Salad & Tangy Red Pepper Vinaigrette|Creamy Lobster Pot Pie|One-Pot Loaded Three-Bean Chicken Chili|Fried Chicken BLT Sandwiches|Sweet & Smoky Chicken
3,8.01,720,960,Pan-Seared Sirloin Steak & Rosemary Potatoes|Chicken with Cherry Pan Sauce|Sweet Potato & Steak Quesadillas
4,2.18,720,960,"Za'atar Feta & Chicken Pita Pockets|Pub-Style Shepherd's Pie|Beef Flautas Supreme|Chicken, Sweet Potato & Pepper Quesadillas"
5,8.14,720,960,Dark Meat Chicken Quesadillas with Mango Salsa
6,4.77,480,720,"Steak Salad & Tangy Red Pepper Vinaigrette|Bacon, Sweet Potato & Pepper Quesadillas"
7,2.25,480,720,Dijon Dill Chicken|Seared Salmon & Tomato-Dill Relish|Cheesy Bacon Jam-Stuffed Organic Chicken
8,4.25,960,1200,Southwest Steak Fajita Tacos|Argentinian Chicken|Peachy Gochujang Chicken Wraps|Ponzu-Glazed Trout & Broccoli Tempura
9,2.82,480,720,Shawarma Turkey & Turmeric Rice Bowls|Peachy Gochujang Pork Wraps|Tex-Mex Chicken & Queso Rice Bowls
10,2.41,480,720,Creamy Dill Sirloin Steak|Spicy Peruvian Organic Chicken
11,6.89,480,720,Gouda-Stuffed Pork Meatloaves|Dijon Dill Chicken|Sweet & Smoky Pork Filet
12,6.05,480,720,Figgy Balsamic Pork|Figgy Balsamic Chicken
13,2.1,480,720,Smashed Black Bean & Chicken Tostadas
14,8.12,480,720,Shawarma Chicken & Turmeric Rice Bowls|One-Pan Cheesy Beef Tortilla Melts|Zesty Lemon-Parsley Trout|Prep & Bake Cheesy Tomato Ravioli|Figgy Balsamic Pork
15,6.48,960,1200,Silky Sicilian Gluten-Free Fresh Fusilli|Sweet Thai Chili Barramundi|Pan-Seared Sirloin Steak & Rosemary Potatoes|Low-Lift Romesco Chicken & Garlic Herb Orzo
16,9.26,480,1260,Turkey Lomo Saltado|Fig & Bacon Chicken Lettuce Wraps|Organic Chicken Milanese & Pesto Penne
17,9.96,960,1200,Silky Sicilian Penne with Chicken Sausage|Steak with Mushroom Cream Sauce
18,4.34,960,1200,Walnut Pesto Scallops & Purple Sweet Potato Puree|Southwest Steak Fajita Tacos|Southwest Bavette Steak Fajita Tacos|Smoky Chipotle Beef Burrito Bowls
