customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,5.6,720,960,Chicken Milanese & Creamy Pesto Fusilli
2,8.28,480,720,Organic Chicken & Creamy Lemon Zucchini Orzo|Jalapeño Popper Grilled Cheese with Bacon Jam
3,9.47,720,960,Fried Chicken BLT Sandwiches|Soy-Ginger Beef Meatball Rice Bowls
4,4.08,480,720,Shawarma-Spiced Beef & Rice Bowls
5,4.74,480,1260,Crispy Parmesan Chicken & Bacon Linguine
6,3.45,480,1260,Cheesy Southwest Chicken & Kale Rice
7,9.2,480,1260,Southwest Shrimp Tacos
8,7.44,960,1200,Mexican-Spiced Salmon & Street Corn Rice Bowls|Cheesy Bacon Jam-Stuffed Organic Chicken
9,7.44,480,1260,Prep & Bake Dijon Pecan Organic Chicken
10,5.73,480,720,Coconut-Crusted Tilapia Sandwiches
11,9.31,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls|Silky Sicilian Penne & Sirloin Steak|Ponzu-Glazed Trout & Broccoli Tempura
12,2.96,480,720,Crispy Parmesan Chicken & Bacon Linguine
13,5.6,480,720,One-Pan Cantina Shrimp Fajitas
14,3.8,480,1260,BBQ Pineapple & Bacon Flatbreads
15,8.05,480,1260,Hainanese-Style Roasted Chicken & Rice|Mexican-Spiced Shrimp & Street Corn Rice Bowls
16,8.03,720,960,Firehouse Cheeseburgers
17,7.1,960,1200,BBQ Pineapple & Chicken Flatbreads
18,5.59,960,1200,Szechuan-Glazed Rib-Eye & Jasmine Rice
19,3.49,480,1260,Butternut Agnolotti in Brown Butter & Parmesan|Crispy Chicken & Bacon Alfredo
20,5.5,960,1200,"Warm Lentil, Carrot & Feta Salad"
21,8.07,960,1200,Shawarma Turkey & Turmeric Rice Bowls|Pesto Shrimp Salad Lettuce Wraps
22,8.18,960,1200,Silky Sicilian Penne with Shrimp|Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
23,9.13,480,720,Zucchini Pomodoro Fusilli Bake|Savory Paprika Tilapia with Rice & Beans
24,3.5,480,1260,Smashed Black Bean & Chicken Tostadas|Soy-Ginger Turkey Meatball Rice Bowls|Zesty Lemon-Parsley Trout|Steak Agnolotti in Brown Butter Sauce
25,9.78,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls
26,5.59,720,960,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
27,2.68,720,960,Smoky Chipotle Beef Burrito Bowls
28,8.01,720,960,Cheesy Buffalo Chicken & Mashed Potato Bake
29,9.34,720,960,Spicy Peruvian Steak|Prep & Bake Dijon Pecan Organic Chicken
30,5.54,480,720,Silky Sicilian Penne & Sirloin Steak
31,5.06,960,1200,Air Fryer Cajun Organic Chicken Sandos
32,7.3,960,1200,Szechuan Pork Noodle Stir-Fry
33,6.76,480,1260,Lemon Herb Organic Chicken & Couscous
34,6.03,480,720,Zucchini & Beef Pomodoro Penne Bake
35,9.8,480,1260,Crispy Tofu Sesame Lo Mein
36,3.38,720,960,Prep & Bake Cheesy Tomato Ravioli|BBQ Cheddar Burgers with Chipotle Mayo
37,3.33,480,1260,Figgy Balsamic Bavette Steak
38,3.54,960,1200,Butternut Agnolotti in Brown Butter & Parmesan
39,9.99,480,1260,Silky Sicilian Gluten-Free Fresh Fusilli|Silky Sicilian Penne & Sirloin Steak|Peachy Gochujang Chicken Wraps
40,9.17,480,720,Butternut Agnolotti in Brown Butter & Parmesan|Curried Chicken & Roasted Sweet Potato Jumble
41,6.98,480,720,One-Pan French Onion & Trout Orzotto
42,2.58,720,960,BBQ Pineapple & Chicken Flatbreads
43,3.4,960,1200,Fig & Bacon Chicken Lettuce Wraps|Spicy Peruvian Organic Chicken
44,7.05,720,960,Paprika Chicken with Sweet Potato Jumble|Air Fryer Swicy Cajun Chicken Sandwiches
45,5.99,720,960,Prep & Bake Dijon Pecan Organic Chicken
46,2.23,960,1200,Steak with Mushroom Cream Sauce
47,2.03,480,720,Cheesy Buffalo Chicken Flatbreads
48,5.83,480,1260,Super-Quick Chicken Spring Rolls & Mediterranean Salad
49,7.98,720,960,Coconut-Crusted Tilapia Sandwiches
50,5.51,480,720,Seared Salmon & Tomato-Dill Relish
