customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,8.54,720,960,Steak Salad & Tangy Red Pepper Vinaigrette
2,7.02,720,960,Chicken & Edamame Stir-Fry|Baked Old Bay Scallop & Shrimp Gratins|Mushroom & Spinach Ramen with Steak|Creamy Chicken Pot Pie|Prep & Bake Cheesy Tomato Ravioli
3,2.67,480,1260,Steak & Cheddar-Swiss Fondue Board|Zucchini & Beef Pomodoro Penne Bake|Seared Salmon & Lemon-Dijon Sauce
4,5.36,960,1200,Shawarma-Spiced Chicken & Rice Bowls|Sesame Kimchi Fried Rice|Smoky Chipotle Beef Burrito Bowls|Pear & Walnut-Stuffed Chicken
5,9.92,960,1200,Steak Agnolotti in Brown Butter Sauce
6,2.54,480,1260,"Bacon, Sweet Potato & Pepper Quesadillas|Spicy Peruvian Steak"
7,2.69,480,720,Sweet Soy Salmon & Chili Roasted Green Bean Bowls|Shawarma-Spiced Chicken & Rice Bowls
8,9.69,480,1260,Crispy Kickin' Cayenne Chicken Cutlets|Dijon Dill Chicken
9,6.76,480,720,Beef Flautas Supreme|Shawarma Chicken & Turmeric Rice Bowls
10,7.54,960,1200,Mexican-Spiced Shrimp & Street Corn Rice Bowls
11,5.23,720,960,Sweet & Smoky Ranch Steak
12,2.81,480,1260,Zucchini & Chicken Pomodoro Penne Bake
13,8.99,480,720,Sweet Thai Chili Salmon
14,5.96,720,960,Szechuan-Glazed Chicken & Jasmine Rice|Korean BBQ Mushroom & Bacon Sandwiches|Figgy Balsamic Steak
15,7.07,480,720,Chicken Milanese & Creamy Pesto Fusilli|Firehouse Cheeseburgers|Pan-Seared Chicken & Rosemary Potatoes|One-Pan Cantina Shrimp Fajitas
16,9.94,480,1260,Fig & Bacon Chicken Lettuce Wraps
17,7.42,720,960,Dark Meat Chicken Quesadillas with Mango Salsa
18,9.06,480,1260,Gouda-Stuffed Pork Meatloaves|Szechuan-Glazed Rib-Eye & Jasmine Rice|Creamy Dill Ranch Steak
19,3.57,480,1260,Air Fryer Cajun Organic Chicken Sandos
20,7.81,480,1260,Harvest Kale & Roasted Brussels Salad
21,6.66,480,1260,Chicken Milanese & Creamy Pesto Fusilli|Figgy Balsamic Pork|Silky Sicilian Penne with Chicken Sausage|Organic Chicken & Spinach Caprese Salad
22,4.46,720,960,Dark Meat Chicken Quesadillas with Mango Salsa|One-Pot Loaded Three-Bean Chicken Chili|Crispy Korean-Style BBQ Mushroom Sandwiches
23,8.95,480,1260,Smoky Mustard Pork Chops & Roasted Potatoes
24,3.85,720,960,Szechuan-Glazed Chicken & Jasmine Rice|Cheesy Bacon Jam-Stuffed Organic Chicken
25,3.22,960,1200,One-Pan French Onion & Steak Orzotto
26,8.61,720,960,Jalapeño Popper Grilled Cheese with Bacon Jam
27,5.98,960,1200,Savory Paprika Tilapia with Rice & Beans
28,5.02,480,720,Sheet Pan Crunchy Organic Chicken
29,7.84,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls
30,3.16,720,960,Argentinian Chicken|Zucchini Pomodoro Fusilli Bake
31,3.45,960,1200,Firecracker Meatballs
32,8.64,480,720,Curried Chicken & Roasted Sweet Potato Jumble
33,2.95,480,720,Zucchini Pomodoro Fusilli Bake|Mexican-Spiced Salmon & Street Corn Rice Bowls
34,6.55,480,1260,Dark Meat Chicken Quesadillas with Mango Salsa|Smoky Mustard Chicken & Roasted Potatoes
35,5.88,480,720,Harvest Kale Salad with Shrimp|Soy-Ginger Beef Meatball Rice Bowls
36,3.94,480,720,Smashed Black Bean & Beef Tostadas|Melty Double Red Pepper & Bacon Panini
37,7.34,480,1260,Sweet & Smoky Chicken
38,9.42,960,1200,Organic Chicken Milanese & Pesto Penne|Smoky Mustard Steak & Roasted Potatoes
39,6.65,720,960,Mexican-Spiced Shrimp & Street Corn Rice Bowls|BBQ Flatbreads & Chicken Sausage
40,7.43,960,1200,Shawarma Beef & Turmeric Rice Bowls
41,2.8,960,1200,Prep & Bake Cheesy Tomato Ravioli
42,5.02,720,960,Mexican-Spiced Steak & Street Corn Rice Bowls|Onion Crunch Organic Chicken
43,2.97,480,720,Lemon Herb Chicken & Artichoke-Celery Salad
44,6.85,480,720,Smoky Chipotle Beef Burrito Bowls|Sweet Potato & Pepper Quesadillas|Spicy Peruvian Chicken
45,8.34,960,1200,Silky Sicilian Penne with Shrimp
46,4.23,960,1200,Silky Sicilian Penne with Shrimp
47,5.71,960,1200,Cheesy Buffalo Chicken Flatbreads|Chicken Sausage Pomodoro Penne Bake|Turkey Lomo Saltado
48,6.3,480,1260,Sweet Thai Chili Barramundi|Pepita-Crusted Salmon
49,4.68,480,1260,Curried Chicken & Roasted Sweet Potato Jumble|Palermo Prosciutto & Chicken Fusilli
50,9.16,480,720,Savory Paprika Tilapia with Rice & Beans|Crispy Korean-Style BBQ Mushroom Sandwiches
51,3.31,960,1200,Tex-Mex Chicken & Queso Rice Bowls|Steak with Mushroom Cream Sauce|Zucchini & Chicken Pomodoro Penne Bake
52,8.27,720,960,Grass-Fed Rib-Eye Agnolotti|Barramundi with Lemon-Dill Sauce
53,7.37,960,1200,Greek Goddess Steak & Bulgur Bowls|BBQ Pineapple & Shrimp Flatbreads|Cheesy Prosciutto Organic Chicken Rollatini
54,3.98,720,960,Curried Chicken & Roasted Sweet Potato Jumble|Smoky Mustard Chicken & Roasted Potatoes|Sweet & Smoky Pork Filet
55,7.35,480,720,Crispy Parmesan Chicken & Bacon Linguine|Peachy Gochujang Pork Wraps
56,6.0,480,1260,Low-Lift Al Pastor Beef & Brown Rice Bowls
57,3.63,960,1200,Coconut-Crusted Tilapia Sandwiches
58,2.52,480,720,Prep & Bake Dijon Pecan Organic Chicken|Sweet & Tangy Tempura Chicken Sandos
59,5.1,720,960,Savory Mushroom & Spinach Ramen|Chicken Milanese & Creamy Pesto Fusilli
60,8.33,480,720,Harvest Kale Salad with Chicken|Organic Chicken Chimichurri Grain Bowls|Pesto Chicken Salad Lettuce Wraps|Grass-Fed Rib-Eye Agnolotti|Seared Salmon & Lemon-Dijon Sauce
61,9.55,960,1200,One-Pan French Onion & Steak Orzotto|Seared Salmon & Kale Salad with Mango
62,7.19,960,1200,Mexican-Spiced Chicken & Street Corn Rice Bowls|Spicy Peruvian Bavette Steak|Sweet Soy Salmon & Chili Roasted Green Bean Bowls|Creamy Lobster Pot Pie|Baked Old Bay Scallop & Shrimp Gratins
63,6.81,480,1260,Crispy Organic Chicken & Bacon Alfredo|Beef Flautas Supreme
64,4.32,720,960,Figgy Balsamic Chicken|Za'atar Feta & Chicken Pita Pockets|Super-Quick Chicken Spring Rolls & Mediterranean Salad
65,8.03,480,720,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
66,9.05,720,960,Mushroom & Spinach Ramen with Turkey
67,5.51,480,720,Smashed Black Bean & Beef Tostadas
68,7.84,480,1260,Mexican-Spiced Chicken & Street Corn Rice Bowls
69,5.51,480,1260,Zucchini Pomodoro Fusilli Bake
70,2.08,480,720,Chicken with Cherry Pan Sauce
71,5.61,960,1200,Creamy Chicken Pot Pie|Ponzu-Glazed Trout & Broccoli Tempura
72,7.16,480,1260,Smoky Mustard Chicken & Roasted Potatoes|Steak Agnolotti in Brown Butter Sauce
73,7.2,480,720,Pan-Seared Chicken & Rosemary Potatoes|Air Fryer Swicy Cajun Chicken Sandwiches
74,3.8,720,960,Cheesy Southwest Chicken & Kale Rice|Cheesy Buffalo Chicken Flatbreads
75,6.05,480,720,"Southwest Shrimp Tacos|Chicken & Greek Salad Pita Pockets|Italian Chicken, Bacon & Pepper Sandos"
76,4.4,960,1200,Air Fryer Cajun Organic Chicken Sandos|Mushroom & Spinach Ramen with Turkey
77,9.11,480,1260,Shawarma-Spiced Beef & Rice Bowls
78,3.97,720,960,BBQ Pineapple & Shrimp Flatbreads|Smashed Black Bean & Beef Tostadas
79,6.05,480,1260,Cheesy Prosciutto Organic Chicken Rollatini
80,7.7,480,1260,Jalapeño Popper Grilled Cheese with Bacon Jam|Za'atar Feta & Chicken Pita Pockets
81,9.88,480,1260,Chicken & Edamame Stir-Fry|Mexican-Spiced Chicken & Street Corn Rice Bowls
82,2.96,720,960,Barramundi with Lemon-Dill Sauce
83,2.64,720,960,Pear & Walnut-Stuffed Chicken|Low-Lift Al Pastor Beef & Brown Rice Bowls
84,3.4,480,720,Sirloin Steak Salad & Red Pepper Dressing|Zucchini & Turkey Pomodoro Penne Bake
85,4.34,480,1260,Dark Meat Chicken Quesadillas with Mango Salsa
86,2.5,480,720,Zucchini Pomodoro Penne Bake
87,8.05,480,720,One-Pan French Onion & Steak Orzotto|Seared Salmon & Lemon-Dijon Sauce
88,4.62,720,960,Grass-Fed Rib-Eye Agnolotti|Cheesy Buffalo Chicken Flatbreads|Beef Flautas Supreme
89,6.99,960,1200,Shawarma Beef & Turmeric Rice Bowls|Savory Mushroom & Spinach Ramen|One-Pan French Onion Orzotto
90,8.49,480,720,Cheesy Bacon Jam-Stuffed Chicken|Grass-Fed Rib-Eye Agnolotti|BBQ Pineapple & Shrimp Flatbreads
91,8.07,480,1260,Argentinian Bavette Steak|Southwest Shrimp Tacos
