customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,2.51,0,1440,Hainanese-Style Roasted Chicken & Rice
2,4.25,480,720,Spicy Peruvian Steak|Low-Lift Al Pastor Beef & Brown Rice Bowls
3,4.25,480,720,Szechuan-Glazed Rib-Eye & Jasmine Rice|Curried Chicken & Roasted Sweet Potato Jumble
4,7.53,960,1200,Silky Sicilian Penne with Shrimp
5,5.18,720,960,Smashed Black Bean & Beef Tostadas
6,2.98,960,1200,Barramundi with Lemon-Dill Sauce
7,5.95,720,960,Cheesy Bacon Jam-Stuffed Chicken
8,9.07,720,960,Figgy Balsamic Chicken
9,8.17,960,1200,Harvest Kale Salad with Shrimp
10,5.63,0,1440,Mushroom & Spinach Ramen with Chicken
11,4.49,480,720,Szechuan-Glazed Rib-Eye & Jasmine Rice
12,8.81,480,720,Creamy Chicken Pot Pie
13,6.12,480,720,Steak Agnolotti in Brown Butter Sauce
14,9.6,960,1200,Soy-Ginger Beef Meatball Rice Bowls
15,3.47,0,1440,Greek Goddess Steak & Bulgur Bowls|Rainbow Trout Agnolotti
16,7.12,960,1200,Figgy Balsamic Bavette Steak
17,2.81,0,1440,One-Pot Loaded Three-Bean Chicken Chili
18,5.19,480,720,One-Pan Cheesy Beef Tortilla Melts
19,7.33,0,1440,Smashed Black Bean & Chicken Tostadas
20,5.85,960,1200,Argentinian Chicken
21,8.26,480,720,Creamy Dill Sirloin Steak|Crispy Organic Chicken & Bacon Alfredo
22,8.55,960,1200,Fried Chicken BLT Sandwiches|Silky Sicilian Penne with Bacon
23,8.18,0,1440,Creamy Chicken Pot Pie
24,6.61,480,720,Shrimp & Greek Salad Pita Pockets|Low-Lift Romesco Chicken & Garlic Herb Orzo
25,6.51,480,720,Cheesy Prosciutto Organic Chicken Rollatini
26,8.78,720,960,Smoky Chipotle Beef Burrito Bowls
27,9.52,0,1440,Shrimp Spaghetti with a Kick
28,4.7,0,1440,Seared Salmon & Kale Salad with Mango
29,5.22,480,720,Sweet & Spicy Beef Fried Rice
30,4.97,0,1440,Super-Quick Chicken Spring Rolls & Mediterranean Salad|Crispy Parmesan Chicken & Bacon Linguine
31,5.36,960,1200,Dijon Dill Chicken
32,4.51,720,960,One-Pan French Onion & Trout Orzotto
33,3.88,720,960,Seared Salmon & Kale Salad with Mango
34,5.3,0,1440,Argentinian Bavette Steak
35,8.34,720,960,Crispy Kickin' Cayenne Chicken Cutlets
36,8.78,0,1440,Chicken & Greek Salad Pita Pockets
37,5.9,480,720,One-Pan Cantina Shrimp Fajitas
38,8.97,960,1200,Smoky Chipotle Beef Burrito Bowls|BBQ Flatbreads & Chicken Sausage
39,7.34,960,1200,Gouda-Stuffed Pork Meatloaves
40,8.25,480,720,One-Pan Cantina Shrimp Fajitas
41,7.75,960,1200,Shrimp Spaghetti with a Kick
42,5.61,720,960,Smoky Chipotle Beef Burrito Bowls
43,7.14,0,1440,Cheesy Buffalo Chicken & Mashed Potato Bake
44,9.2,480,720,Air Fryer Cajun Chicken & Bacon Sandos
45,5.93,720,960,Soy-Ginger Beef Meatball Rice Bowls
46,4.77,480,720,Seared Salmon & Kale Salad with Mango
47,3.28,720,960,One-Pan French Onion & Steak Orzotto
48,8.68,480,720,One-Pot Loaded Three-Bean Chicken Chili
49,5.63,720,960,"Turkey, Sweet Potato & Pepper Quesadillas"
50,3.82,960,1200,Steak Salad & Tangy Red Pepper Vinaigrette
51,3.86,0,1440,Silky Sicilian Penne with Chicken Sausage
52,8.95,720,960,Organic Chicken Chimichurri Grain Bowls|Pear & Walnut-Stuffed Chicken
53,2.4,720,960,Prep & Bake Cheesy Tomato Ravioli|Sirloin Steak Salad & Red Pepper Dressing
54,2.7,480,720,Figgy Balsamic Bavette Steak
55,5.83,480,720,Sweet Potato & Pepper Quesadillas
56,4.06,480,720,Smoky Mustard Steak & Roasted Potatoes
57,2.89,0,1440,Turkey Lomo Saltado
58,7.17,720,960,Szechuan-Glazed Chicken & Jasmine Rice
59,4.53,480,720,Dark Meat Chicken Quesadillas with Mango Salsa
60,5.59,960,1200,Crispy Chicken & Bacon Alfredo
61,7.27,0,1440,Spicy Peruvian Organic Chicken|Dijon Dill Chicken
62,5.11,720,960,Pesto Shrimp Salad Lettuce Wraps
63,5.76,480,720,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
64,6.71,960,1200,Lemon Herb Organic Chicken & Couscous
65,7.88,720,960,BBQ Pineapple & Shrimp Flatbreads
66,5.42,960,1200,Greek Goddess Steak & Bulgur Bowls
67,3.06,720,960,Chicken Sausage Pomodoro Penne Bake
68,7.27,0,1440,Organic Chicken & Spinach Caprese Salad
69,2.66,0,1440,Pepita-Crusted Salmon
70,3.82,960,1200,Low-Lift Romesco Chicken & Garlic Herb Orzo
71,8.18,0,1440,Mushroom & Spinach Ramen with Turkey
72,2.4,0,1440,Onion Crunch Organic Chicken|One-Pan Cantina Shrimp Fajitas
73,8.56,480,720,Pan-Seared Sirloin Steak & Rosemary Potatoes
74,7.85,720,960,Cheesy Southwest Chicken & Kale Rice
75,6.19,960,1200,Lemon Herb Organic Chicken & Couscous|BBQ Pineapple Flatbreads|Swicy Poke-Inspired Rainbow Trout Bowls
76,9.38,0,1440,Shawarma Beef & Turmeric Rice Bowls
77,9.43,960,1200,Sweet & Smoky Pork Filet
78,5.2,0,1440,Shawarma-Spiced Chicken & Farro Bowls
