customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,2.93,480,720,"Sweet Soy Chicken, Mushroom & Snow Pea Stir-Fry"
2,7.05,960,1200,Sweet & Smoky Chicken|Korean BBQ Mushroom & Bacon Sandwiches|Crispy Korean-Style BBQ Mushroom Sandwiches|Mushroom & Spinach Ramen with Steak
3,4.25,960,1200,Szechuan-Glazed Rib-Eye & Jasmine Rice|Curried Chicken & Roasted Sweet Potato Jumble|Figgy Balsamic Pork
4,7.53,960,1200,Silky Sicilian Penne with Shrimp|Silky Sicilian Penne
5,5.18,480,1260,Smashed Black Bean & Beef Tostadas
6,2.98,960,1200,Barramundi with Lemon-Dill Sauce
7,5.95,720,960,Cheesy Bacon Jam-Stuffed Chicken|Korean BBQ Mushroom & Bacon Sandwiches|Lemon Herb Chicken & Artichoke-Celery Salad
8,9.07,720,960,Figgy Balsamic Chicken|Pub-Style Shepherd's Pie|Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
9,8.17,720,960,Harvest Kale Salad with Shrimp|Mexican-Spiced Steak & Street Corn Rice Bowls|Sheet Pan Crunchy Organic Chicken
10,5.63,720,960,Mushroom & Spinach Ramen with Chicken
11,4.49,480,720,"Szechuan-Glazed Rib-Eye & Jasmine Rice|Warm Lentil, Carrot & Feta Salad|Zucchini Pomodoro Penne Bake"
12,8.81,480,1260,Creamy Chicken Pot Pie|Smashed Black Bean & Chicken Tostadas
13,6.12,480,1260,Steak Agnolotti in Brown Butter Sauce
14,9.6,480,720,Soy-Ginger Beef Meatball Rice Bowls|Lemon Herb Salmon & Couscous|Pesto Chicken Salad Lettuce Wraps
15,3.47,960,1200,Greek Goddess Steak & Bulgur Bowls|Rainbow Trout Agnolotti|Blackened Half Chicken with Mango-Lime BBQ Sauce
16,7.12,480,1260,"Figgy Balsamic Bavette Steak|Bacon, Sweet Potato & Pepper Quesadillas"
17,2.81,480,720,One-Pot Loaded Three-Bean Chicken Chili
18,5.19,960,1200,One-Pan Cheesy Beef Tortilla Melts|Mexican-Spiced Shrimp & Street Corn Rice Bowls
19,7.33,480,1260,Smashed Black Bean & Chicken Tostadas|Prosciutto-Wrapped Herb-Stuffed Chicken
20,5.85,480,1260,Argentinian Chicken|Crispy Kickin' Cayenne Chicken Cutlets
21,8.26,720,960,Creamy Dill Sirloin Steak|Crispy Organic Chicken & Bacon Alfredo|Shawarma Turkey & Turmeric Rice Bowls|Peachy Gochujang Pork Wraps
22,8.55,960,1200,Fried Chicken BLT Sandwiches|Silky Sicilian Penne with Bacon|Paprika Chicken with Sweet Potato Jumble
23,8.18,480,1260,Creamy Chicken Pot Pie|Salmon with Lemon-Dill Sauce
24,6.61,960,1200,Shrimp & Greek Salad Pita Pockets|Low-Lift Romesco Chicken & Garlic Herb Orzo|Crispy Korean-Style BBQ Mushroom Sandwiches|Harvest Kale Salad with Bacon
25,6.51,720,960,Cheesy Prosciutto Organic Chicken Rollatini|Southwest Steak Fajita Tacos|Mushroom & Spinach Ramen with Beef
26,8.78,960,1200,Smoky Chipotle Beef Burrito Bowls|Mexican-Spiced Steak & Street Corn Rice Bowls
27,9.52,480,720,Shrimp Spaghetti with a Kick|Air Fryer Cajun Chicken & Bacon Sandos
28,4.7,720,960,Seared Salmon & Kale Salad with Mango|Steak Agnolotti in Brown Butter Sauce|Harvest Kale Salad with Shrimp
