customer_id,service_time,window_start,window_end,recipes
0,0.0,0,1440,DEPOT
1,3.59,960,1200,Steak with Mushroom Cream Sauce
2,3.95,720,960,Rainbow Trout Agnolotti
3,7.45,720,960,Salmon with Lemon-Dill Sauce
4,7.53,480,720,Silky Sicilian Penne with Shrimp
5,5.18,480,720,Smashed Black Bean & Beef Tostadas
6,2.98,480,720,Barramundi with Lemon-Dill Sauce
7,5.95,0,1440,Cheesy Bacon Jam-Stuffed Chicken
8,9.07,960,1200,Figgy Balsamic Chicken
9,8.17,0,1440,Harvest Kale Salad with Shrimp
10,5.63,0,1440,Mushroom & Spinach Ramen with Chicken
11,4.49,0,1440,Szechuan-Glazed Rib-Eye & Jasmine Rice
12,8.81,480,720,Creamy Chicken Pot Pie
13,6.12,720,960,Steak Agnolotti in Brown Butter Sauce
14,9.6,480,720,Soy-Ginger Beef Meatball Rice Bowls
15,3.47,960,1200,Greek Goddess Steak & Bulgur Bowls
16,7.12,0,1440,Figgy Balsamic Bavette Steak
17,2.81,960,1200,One-Pot Loaded Three-Bean Chicken Chili
18,5.19,960,1200,One-Pan Cheesy Beef Tortilla Melts
19,7.33,0,1440,Smashed Black Bean & Chicken Tostadas
20,5.85,480,720,Argentinian Chicken
21,8.26,720,960,Creamy Dill Sirloin Steak
22,8.55,960,1200,Fried Chicken BLT Sandwiches
23,8.18,480,720,Creamy Chicken Pot Pie
24,6.61,480,720,Shrimp & Greek Salad Pita Pockets
25,6.51,720,960,Cheesy Prosciutto Organic Chicken Rollatini
26,8.78,0,1440,Smoky Chipotle Beef Burrito Bowls
27,9.52,480,720,Shrimp Spaghetti with a Kick
28,4.7,960,1200,Seared Salmon & Kale Salad with Mango
29,5.22,0,1440,Sweet & Spicy Beef Fried Rice
30,4.97,720,960,Super-Quick Chicken Spring Rolls & Mediterranean Salad
31,5.36,0,1440,Dijon Dill Chicken
32,4.51,480,720,One-Pan French Onion & Trout Orzotto
33,3.88,960,1200,Seared Salmon & Kale Salad with Mango
34,5.3,480,720,Argentinian Bavette Steak
35,8.34,960,1200,Crispy Kickin' Cayenne Chicken Cutlets
36,8.78,0,1440,Chicken & Greek Salad Pita Pockets
37,5.9,720,960,One-Pan Cantina Shrimp Fajitas
38,8.97,720,960,Smoky Chipotle Beef Burrito Bowls
39,7.34,480,720,Gouda-Stuffed Pork Meatloaves
40,8.25,0,1440,One-Pan Cantina Shrimp Fajitas
41,7.75,480,720,Shrimp Spaghetti with a Kick
42,5.61,480,720,Smoky Chipotle Beef Burrito Bowls
43,7.14,0,1440,Cheesy Buffalo Chicken & Mashed Potato Bake
44,9.2,960,1200,Air Fryer Cajun Chicken & Bacon Sandos
45,5.93,480,720,Soy-Ginger Beef Meatball Rice Bowls
46,4.77,0,1440,Seared Salmon & Kale Salad with Mango
47,3.28,960,1200,One-Pan French Onion & Steak Orzotto
48,8.68,480,720,One-Pot Loaded Three-Bean Chicken Chili
49,5.63,720,960,"Turkey, Sweet Potato & Pepper Quesadillas"
50,3.82,0,1440,Steak Salad & Tangy Red Pepper Vinaigrette
51,3.86,0,1440,Silky Sicilian Penne with Chicken Sausage
52,8.95,0,1440,Organic Chicken Chimichurri Grain Bowls
53,2.4,0,1440,Prep & Bake Cheesy Tomato Ravioli
54,2.7,480,720,Figgy Balsamic Bavette Steak
55,5.83,0,1440,Sweet Potato & Pepper Quesadillas
56,4.06,960,1200,Smoky Mustard Steak & Roasted Potatoes
57,2.89,0,1440,Turkey Lomo Saltado
58,7.17,720,960,Szechuan-Glazed Chicken & Jasmine Rice
59,4.53,480,720,Dark Meat Chicken Quesadillas with Mango Salsa
60,5.59,960,1200,Crispy Chicken & Bacon Alfredo
61,7.27,720,960,Spicy Peruvian Organic Chicken
62,5.11,960,1200,Pesto Shrimp Salad Lettuce Wraps
63,5.76,720,960,Sweet Soy Salmon & Chili Roasted Green Bean Bowls
64,6.71,480,720,Lemon Herb Organic Chicken & Couscous
65,7.88,720,960,BBQ Pineapple & Shrimp Flatbreads
66,5.42,720,960,Greek Goddess Steak & Bulgur Bowls
67,3.06,480,720,Chicken Sausage Pomodoro Penne Bake
68,7.27,720,960,Organic Chicken & Spinach Caprese Salad
69,2.66,720,960,Pepita-Crusted Salmon
70,3.82,960,1200,Low-Lift Romesco Chicken & Garlic Herb Orzo
71,8.18,960,1200,Mushroom & Spinach Ramen with Turkey
72,2.4,480,720,Onion Crunch Organic Chicken
73,8.56,720,960,Pan-Seared Sirloin Steak & Rosemary Potatoes
74,7.85,480,720,Cheesy Southwest Chicken & Kale Rice
75,6.19,960,1200,Lemon Herb Organic Chicken & Couscous
76,9.38,720,960,Shawarma Beef & Turmeric Rice Bowls
77,9.43,960,1200,Sweet & Smoky Pork Filet
78,5.2,480,720,Shawarma-Spiced Chicken & Farro Bowls
79,9.85,960,1200,Silky Sicilian Gluten-Free Fresh Fusilli
80,4.82,720,960,Mushroom & Spinach Ramen with Chicken
81,4.91,720,960,Pepita-Crusted Salmon
82,5.49,960,1200,Crispy Kickin' Cayenne Chicken Cutlets
83,4.88,480,720,Firecracker Meatballs
84,2.9,480,720,Lemon Herb Chicken & Artichoke-Celery Salad
85,6.09,0,1440,Smashed Black Bean Tostadas
86,7.9,720,960,Crispy Parmesan Chicken & Bacon Linguine
87,5.41,0,1440,Organic Chicken & Creamy Lemon Zucchini Orzo
88,2.95,0,1440,Sweet Thai Chili Barramundi
89,6.57,0,1440,Silky Sicilian Penne with Shrimp
90,7.67,960,1200,Silky Sicilian Penne with Shrimp
91,6.21,960,1200,BBQ Pineapple & Shrimp Flatbreads
92,5.45,720,960,Peachy Gochujang Pork Wraps
93,6.39,960,1200,Ponzu-Glazed Trout & Broccoli Tempura
94,8.67,960,1200,Peachy Gochujang Chicken Wraps
95,9.78,0,1440,Figgy Balsamic Steak
96,4.5,720,960,Mexican-Spiced Chicken & Street Corn Rice Bowls
97,4.9,720,960,Cheesy Southwest Chicken & Kale Rice
98,4.32,0,1440,Za'atar Feta & Chicken Pita Pockets
99,8.85,960,1200,Crispy Organic Chicken & Bacon Alfredo
100,2.93,720,960,Fried Chicken BLT Sandwiches
