customer_id,service_time,window_start,window_end,recipes
0,0.0,480,1260,DEPOT
1,2.2,720,960,BBQ Pineapple & Chicken Flatbreads
2,7.57,720,960,Shrimp & Greek Salad Pita Pockets|Melty Double Red Pepper & Bacon Panini|Sweet Potato & Steak Quesadillas
3,8.01,960,1200,Pan-Seared Sirloin Steak & Rosemary Potatoes|Chicken with Cherry Pan Sauce|Sweet Potato & Steak Quesadillas
4,2.18,480,1260,Za'atar Feta & Chicken Pita Pockets
5,8.14,720,960,Dark Meat Chicken Quesadillas with Mango Salsa
6,4.77,480,1260,Steak Salad & Tangy Red Pepper Vinaigrette
7,2.25,960,1200,Dijon Dill Chicken|Seared Salmon & Tomato-Dill Relish
8,4.25,480,720,Southwest Steak Fajita Tacos
9,2.82,960,1200,Shawarma Turkey & Turmeric Rice Bowls
10,2.41,480,1260,Creamy Dill Sirloin Steak
11,6.89,480,720,Gouda-Stuffed Pork Meatloaves
12,6.05,720,960,Figgy Balsamic Pork
13,2.1,720,960,Smashed Black Bean & Chicken Tostadas
14,8.12,720,960,Shawarma Chicken & Turmeric Rice Bowls
15,6.48,720,960,Silky Sicilian Gluten-Free Fresh Fusilli|Sweet Thai Chili Barramundi|Pan-Seared Sirloin Steak & Rosemary Potatoes
16,9.26,480,720,Turkey Lomo Saltado
17,9.96,480,1260,Silky Sicilian Penne with Chicken Sausage
18,4.34,960,1200,Walnut Pesto Scallops & Purple Sweet Potato Puree
19,4.78,480,1260,Pesto Chicken Salad Lettuce Wraps
20,4.26,480,720,Shrimp Spaghetti with a Kick
21,2.55,480,720,Sweet Potato & Bacon Quesadillas|Figgy Balsamic Pork|Prep & Bake Cheesy Tomato Ravioli|Steak Agnolotti in Brown Butter Sauce
22,5.27,480,1260,Sweet Potato & Bacon Quesadillas|Szechuan Pork Noodle Stir-Fry|Red Curry Lo Mein Stir-Fry & Candied Peanuts
23,2.83,480,720,Crispy Tofu Sesame Lo Mein
24,9.59,480,720,Mexican-Spiced Steak & Street Corn Rice Bowls|Chicken Chimichurri Grain Bowls
25,2.7,720,960,BBQ Cheddar Turkeyburgers & Chipotle Mayo
26,7.27,480,1260,One-Pan Cheesy Beef Tortilla Melts
27,9.51,720,960,Prep & Bake Cheesy Tomato Ravioli
28,9.12,720,960,Ponzu-Glazed Trout & Broccoli Tempura
29,6.19,960,1200,Thyme-Crusted Tilapia & Crème Fraîche Pan Sauce
30,6.44,480,1260,Sweet Thai Chili Salmon|Argentinian Bavette Steak
31,6.51,480,720,Mushroom & Spinach Ramen with Beef
32,3.95,960,1200,Crispy Organic Chicken & Bacon Alfredo
33,4.7,720,960,"Italian Chicken, Bacon & Pepper Sandos|Curried Chicken & Roasted Sweet Potato Jumble"
34,7.9,480,720,Gouda-Stuffed Pork Meatloaves
35,8.85,480,1260,Cheesy Bacon Jam-Stuffed Chicken
36,2.38,480,720,Organic Chicken & Spinach Caprese Salad
37,5.25,480,720,Mexican-Spiced Salmon & Street Corn Rice Bowls
